ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(M)	3000186	protein homolog model	Resistomes & Variants	14	91.4 - 99.22	YES	YES	Streptococcus agalactiae; Streptococcus pyogenes; Escherichia coli; Enterococcus faecium; Enterococcus hirae; Streptococcus gallolyticus; Streptococcus pasteurianus; Streptococcus gordonii; Gemella haemolysans; Streptococcus pneumoniae; Staphylococcus aureus; Streptococcus equinus	206.00	0.00	206.00	27.26	522.50	169.62	0	0	0	0	N/A	N/A		1920; 1935; 1920; 1935; 1920; 1020; 1428; 1920; 1920; 2022; 1920; 1926; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanT gene in vanC cluster	3002970	protein homolog model	Resistomes & Variants	6	33.06 - 33.33	YES	NO	Roseburia hominis	51.00	0.00	51.00	30.55	361.33	135.97	0	0	0	0	N/A	N/A		1170; 1233; 1233; 1170; 1170; 1170	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanU gene in vanG cluster	3004253	protein homolog model	Resistomes & Variants	1	80.6	NO	NO	Roseburia hominis	34.00	0.00	34.00	100.00	213.00	168.41	0	0	0	0	N/A	N/A		213	glycopeptide resistance gene cluster; vanU	glycopeptide antibiotic	antibiotic target alteration
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	2	75.23 - 87.16	YES	NO	Enterobacter cloacae; Edwardsiella tarda	2.00	0.00	2.00	9.09	30.00	52.50	0	0	0	0	N/A	N/A		330; 330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mcr-10.1	3007137	protein homolog model	Resistomes & Variants	1	99.81	NO	NO	Enterobacter cloacae	1.00	0.00	1.00	1.30	22.00	34.00	0	0	0	0	N/A	N/A		1686	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
ramA	3000823	protein homolog model	Resistomes & Variants	1	98.39	NO	NO	Enterobacter cloacae	1.00	0.00	1.00	4.53	17.00	23.00	0	0	0	0	N/A	N/A		375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	11	76.38 - 93.75	YES	NO	Providencia alcalifaciens; Morganella morganii; Providencia heimbachae; Klebsiella pneumoniae; Klebsiella michiganensis; Serratia liquefaciens; Klebsiella quasipneumoniae; Providencia stuartii; Yersinia enterocolitica; Serratia marcescens	34.00	0.00	34.00	3.00	46.18	54.05	0	0	0	0	N/A	N/A		1539; 1536; 1533; 1539; 1539; 1539; 1536; 1545; 1536; 1536; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
EstT	3007459	protein homolog model	Resistomes & Variants	1	98.69	YES	NO	Myroides odoratimimus; Riemerella anatipestifer	59.00	0.00	59.00	100.00	915.00	182.64	0	0	0	0	N/A	N/A		915	macrolide esterase	macrolide antibiotic	antibiotic inactivation
Erm(35)	3000604	protein homolog model	Resistomes & Variants	2	74.44 - 83.08	NO	NO	Phocaeicola vulgatus; Riemerella anatipestifer	78.00	0.00	78.00	15.86	127.00	88.52	0	0	0	0	N/A	N/A		801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CfxA2	3003002	protein homolog model	Resistomes & Variants	2	99.38 - 99.69	YES	NO	Phocaeicola vulgatus; Parabacteroides distasonis	31.00	0.00	31.00	65.16	629.50	176.78	0	0	0	0	N/A	N/A		966; 966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
H-NS	3000676	protein homolog model	Resistomes & Variants	3	94.12 - 95.59	YES	NO	Enterobacter asburiae; Klebsiella pneumoniae; Salmonella enterica	4.00	0.00	4.00	8.58	93.33	82.67	0	0	0	0	N/A	N/A		414; 1527; 414	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
mdtP	3003550	protein homolog model	Resistomes & Variants	4	92.83 - 98.57	NO	NO	Escherichia coli; Escherichia albertii; Shigella sonnei	23.00	0.00	23.00	5.10	139.75	117.81	0	0	0	0	N/A	N/A		1467; 1467; 3213; 3273	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gadW	3003838	protein homolog model	Resistomes & Variants	1	97.11	YES	NO	Escherichia coli	4.00	0.00	4.00	50.62	369.00	179.75	0	0	0	0	N/A	N/A		729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
EC-13	3006874	protein homolog model	Resistomes & Variants	2	98.41 - 99.2	NO	NO	Escherichia coli	4.00	0.00	4.00	14.96	178.00	150.75	0	0	0	0	N/A	N/A		1251; 1161	EC beta-lactamase	cephalosporin	antibiotic inactivation
AcrE	3000499	protein homolog model	Resistomes & Variants	1	98.92	NO	NO	Escherichia coli	1.00	0.00	1.00	2.38	29.00	128.00	0	0	0	0	N/A	N/A		1221	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
emrK	3000206	protein homolog model	Resistomes & Variants	3	94.28 - 99.43	NO	NO	Escherichia coli	20.00	0.00	20.00	11.35	131.67	67.59	0	0	0	0	N/A	N/A		1164; 1119; 1164	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AcrS	3000656	protein homolog model	Resistomes & Variants	2	95.0 - 99.09	NO	NO	Escherichia coli	6.00	0.00	6.00	18.10	120.00	115.00	0	0	0	0	N/A	N/A		663; 663	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	1	95.7	NO	NO	Escherichia coli	6.00	0.00	6.00	6.29	56.00	64.17	0	0	0	0	N/A	N/A		891	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
emrY	3000254	protein homolog model	Resistomes & Variants	1	97.85	NO	NO	Escherichia coli	1.00	0.00	1.00	1.10	17.00	23.00	0	0	0	0	N/A	N/A		1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
evgA	3000832	protein homolog model	Resistomes & Variants	1	97.55	NO	NO	Escherichia coli	1.00	0.00	1.00	4.39	27.00	56.00	0	0	0	0	N/A	N/A		615	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
evgS	3000833	protein homolog model	Resistomes & Variants	1	99.0	NO	NO	Escherichia coli	4.00	0.00	4.00	13.22	475.00	191.00	0	0	0	0	N/A	N/A		3594	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
YojI	3003952	protein homolog model	Resistomes & Variants	1	99.09	NO	NO	Escherichia coli	2.00	0.00	2.00	1.40	23.00	34.00	0	0	0	0	N/A	N/A		1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
mdtB	3000793	protein homolog model	Resistomes & Variants	1	99.62	NO	NO	Escherichia coli	1.00	0.00	1.00	1.92	84.00	174.00	0	0	0	0	N/A	N/A		4371	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
AcrF	3000502	protein homolog model	Resistomes & Variants	3	99.42 - 99.61	YES	NO	Escherichia coli	58.00	0.00	58.00	10.76	345.00	161.52	0	0	0	0	N/A	N/A		3105; 3105; 3297	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	2	97.12 - 99.64	NO	YES	Escherichia coli; Klebsiella pneumoniae	6.00	0.00	6.00	15.20	240.50	118.00	0	0	0	0	N/A	N/A		1641; 924	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	1	98.18	NO	NO	Escherichia coli	1.00	0.00	1.00	15.67	55.00	157.00	0	0	0	0	N/A	N/A		351	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
Klebsiella pneumoniae KpnE	3004580	protein homolog model	Resistomes & Variants	2	86.67 - 87.62	YES	NO	Escherichia coli; Klebsiella michiganensis	4.00	0.00	4.00	8.04	31.50	47.00	0	0	0	0	N/A	N/A		450; 363	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ugd	3003577	protein homolog model	Resistomes & Variants	1	95.62	NO	NO	Escherichia coli	6.00	0.00	6.00	26.31	307.00	67.83	0	0	0	0	N/A	N/A		1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
tet(X6)	3005056	protein homolog model	Resistomes & Variants	1	99.21	NO	YES	Escherichia coli	4.00	0.00	4.00	4.49	51.00	68.00	0	0	0	0	N/A	N/A		1137	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
mdtE	3000795	protein homolog model	Resistomes & Variants	1	97.4	NO	NO	Escherichia coli	1.00	0.00	1.00	2.16	25.00	34.00	0	0	0	0	N/A	N/A		1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
CMY-2	3002013	protein homolog model	Resistomes & Variants	1	99.72	YES	NO	Escherichia coli	1.00	0.00	1.00	2.12	26.00	34.00	0	0	0	0	N/A	N/A		1227	CMY beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
Mrx	3003839	protein homolog model	Resistomes & Variants	1	99.51	NO	NO	Escherichia coli	4.00	0.00	4.00	9.30	128.00	89.75	0	0	0	0	N/A	N/A		1377	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	Resistomes & Variants	1	99.71	NO	NO	Escherichia coli	5.00	0.00	5.00	15.22	474.00	166.00	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
tet(D)	3000168	protein homolog model	Resistomes & Variants	1	98.73	YES	NO	Morganella morganii	1.00	0.00	1.00	2.03	24.00	46.00	0	0	0	0	N/A	N/A		1185	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
FosG	3007368	protein homolog model	Resistomes & Variants	1	61.36	NO	NO	Vibrio parahaemolyticus	2.00	0.00	2.00	7.77	31.00	56.00	0	0	0	0	N/A	N/A		399	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	1	89.2	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	12.71	119.00	189.00	0	0	0	0	N/A	N/A		936	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
Campylobacter coli chloramphenicol acetyltransferase	3004454	protein homolog model	Resistomes & Variants	1	96.14	NO	NO	Klebsiella pneumoniae	10.00	0.00	10.00	64.10	400.00	119.60	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
eptB	3005047	protein homolog model	Resistomes & Variants	1	99.1	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	7.11	119.00	191.00	0	0	0	0	N/A	N/A		1674	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
rmtB	3000860	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	12.00	0.00	12.00	7.28	55.00	55.17	0	0	0	0	N/A	N/A		756	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
almF	3007431	protein homolog model	Resistomes & Variants	1	98.72	NO	NO	Vibrio cholerae	1.00	0.00	1.00	11.81	28.00	56.00	0	0	0	0	N/A	N/A		237	polymyxin resistance operon; alm glycyl carrier protein	peptide antibiotic	antibiotic target alteration
lsaE	3003206	protein homolog model	Resistomes & Variants	5	97.17 - 99.8	NO	NO	Streptococcus dysgalactiae; Enterococcus faecium; Streptococcus suis	160.00	0.00	160.00	43.11	640.20	185.97	0	0	0	0	N/A	N/A		1485; 1485; 1485; 1485; 1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
lnuB	3002836	protein homolog model	Resistomes & Variants	2	98.88 - 99.63	NO	NO	Enterococcus faecium; Streptococcus dysgalactiae; Staphylococcus aureus	85.00	0.00	85.00	57.09	459.50	179.96	0	0	0	0	N/A	N/A		804; 810	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
pmrA	3000822	protein homolog model	Resistomes & Variants	1	98.5	YES	NO	Streptococcus mitis	2.00	0.00	2.00	3.52	63.00	94.00	0	0	0	0	N/A	N/A		1791	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
APH(3')-IIIa	3002647	protein homolog model	Resistomes & Variants	3	98.86 - 100.0	YES	NO	Staphylococcus pseudintermedius; Streptococcus suis; Staphylococcus aureus	44.00	0.00	44.00	56.82	556.33	179.27	0	0	0	0	N/A	N/A		1104; 807; 795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	2	94.31 - 94.66	NO	NO	Staphylococcus pseudintermedius; Staphylococcus epidermidis	13.00	0.00	13.00	5.03	42.50	48.96	0	0	0	0	N/A	N/A		846; 846	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
AAC(6')-Iaa	3002571	protein homolog model	Resistomes & Variants	1	96.55	NO	NO	Salmonella enterica	3.00	0.00	3.00	12.79	56.00	63.67	0	0	0	0	N/A	N/A		438	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	1	98.99	NO	NO	Salmonella enterica	7.00	0.00	7.00	8.44	60.00	56.00	0	0	0	0	N/A	N/A		711	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
vanY gene in vanF cluster	3002958	protein homolog model	Resistomes & Variants	9	29.3 - 36.05	YES	NO	Faecalibacterium prausnitzii; Streptococcus sobrinus	115.00	0.00	115.00	44.89	362.89	163.94	0	0	0	0	N/A	N/A		813; 813; 807; 807; 813; 807; 807; 813; 768	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
nimA	3007104	protein homolog model	Resistomes & Variants	3	55.9 - 57.14	NO	NO	Faecalibacterium prausnitzii	6.00	0.00	6.00	42.14	207.33	182.56	0	0	0	0	N/A	N/A		492; 492; 492	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
LptD	3005059	protein homolog model	Resistomes & Variants	1	93.09	NO	NO	Raoultella planticola	1.00	0.00	1.00	3.33	79.00	140.00	0	0	0	0	N/A	N/A		2370	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
ErmT	3000595	protein homolog model	Resistomes & Variants	5	93.44 - 99.13	NO	NO	Lactobacillus johnsonii; Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	36.00	0.00	36.00	31.89	252.80	123.94	0	0	0	0	N/A	N/A		735; 771; 924; 735; 735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
norC	3007010	protein homolog model	Resistomes & Variants	2	59.09 - 70.86	YES	NO	Staphylococcus hominis; Staphylococcus aureus	5.00	0.00	5.00	4.73	67.00	54.66	0	0	0	0	N/A	N/A		1401; 1521	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
sdrM	3007013	protein homolog model	Resistomes & Variants	7	44.01 - 73.26	YES	NO	Staphylococcus hominis; Staphylococcus pasteuri; Macrococcus canis; Staphylococcus epidermidis; Staphylococcus arlettae	9.00	0.00	9.00	1.96	26.14	37.95	0	0	0	0	N/A	N/A		1341; 1341; 1341; 1332; 1299; 1338; 1329	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
macB	3000535	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Neisseria gonorrhoeae	21.00	0.00	21.00	11.94	231.00	117.14	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
fexB	3007019	protein homolog model	Resistomes & Variants	2	73.22 - 99.57	NO	NO	Staphylococcus saprophyticus; Staphylococcus arlettae	6.00	0.00	6.00	4.88	68.50	47.75	0	0	0	0	N/A	N/A		1410; 1398	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
rsmA	3005069	protein homolog model	Resistomes & Variants	1	83.61	NO	NO	Enterobacter roggenkampii	1.00	0.00	1.00	63.98	119.00	185.00	0	0	0	0	N/A	N/A		186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	1	98.28	NO	NO	Escherichia albertii	1.00	0.00	1.00	2.46	43.00	146.00	0	0	0	0	N/A	N/A		1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
Listeria monocytogenes mprF	3003770	protein homolog model	Resistomes & Variants	1	99.77	NO	NO	Listeria monocytogenes	1.00	0.00	1.00	1.15	30.00	34.00	0	0	0	0	N/A	N/A		2598	defensin resistant mprF	peptide antibiotic	antibiotic target alteration
pgpB	3003920	protein homolog model	Resistomes & Variants	1	98.73	NO	NO	Porphyromonas gingivalis	1.00	0.00	1.00	2.51	18.00	34.00	0	0	0	0	N/A	N/A		717	lipid A phosphatase	peptide antibiotic	antibiotic target alteration
mdeA	3007011	protein homolog model	Resistomes & Variants	2	38.46 - 99.34	NO	NO	Staphylococcus warneri; Streptococcus mutans	16.00	0.00	16.00	9.53	124.00	59.64	0	0	0	0	N/A	N/A		1158; 1362	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic; penicillin beta-lactam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
sepA	3007012	protein homolog model	Resistomes & Variants	5	47.22 - 94.84	YES	NO	Staphylococcus warneri; Macrococcus canis; Staphylococcus epidermidis; Staphylococcus aureus	20.00	0.00	20.00	6.54	30.60	39.76	0	0	0	0	N/A	N/A		468; 468; 468; 468; 468	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
Erm(39)	3000602	protein homolog model	Resistomes & Variants	1	83.2	NO	NO	Mycolicibacterium septicum	1.00	0.00	1.00	3.37	25.00	34.00	0	0	0	0	N/A	N/A		741	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
eptA	3003576	protein homolog model	Resistomes & Variants	1	98.82	NO	NO	Shigella sonnei	9.00	0.00	9.00	12.60	425.00	121.56	0	0	0	0	N/A	N/A		3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
vanY gene in vanD cluster	3002957	protein homolog model	Resistomes & Variants	2	94.02 - 99.15	NO	NO	Enterococcus faecium; Ruthenibacterium lactatiformans	2.00	0.00	2.00	10.03	109.50	183.00	0	0	0	0	N/A	N/A		1092; 1092	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
clcD	3004599	protein homolog model	Resistomes & Variants	2	99.14 - 99.71	YES	YES	Enterococcus faecium; Staphylococcus aureus	138.00	0.00	138.00	81.76	858.50	187.35	0	0	0	0	N/A	N/A		1050; 1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
vanX gene in vanB cluster	3002950	protein homolog model	Resistomes & Variants	1	99.5	YES	NO	Enterococcus faecalis; Enterococcus faecium	1.00	0.00	1.00	2.79	17.00	23.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
msrC	3002819	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	2.00	0.00	2.00	2.16	32.00	34.00	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
mef(H)	3007047	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	36.00	0.00	36.00	99.27	1224.00	168.64	0	0	0	0	N/A	N/A		1233	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
emrR	3000516	protein homolog model	Resistomes & Variants	1	94.29	NO	NO	Enterobacter hormaechei	1.00	0.00	1.00	5.46	29.00	46.00	0	0	0	0	N/A	N/A		531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
FosA2	3002804	protein homolog model	Resistomes & Variants	1	93.62	YES	NO	Enterobacter hormaechei	2.00	0.00	2.00	5.15	30.00	68.50	0	0	0	0	N/A	N/A		582	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
patA	3000024	protein homolog model	Resistomes & Variants	1	88.83	NO	NO	Streptococcus pseudopneumoniae	1.00	0.00	1.00	1.70	29.00	46.00	0	0	0	0	N/A	N/A		1707	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
OXA-22	3001417	protein homolog model	Resistomes & Variants	1	95.26	NO	NO	Ralstonia pickettii	2.00	0.00	2.00	24.85	205.00	183.50	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-22-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
mecB	3003440	protein homolog model	Resistomes & Variants	1	98.22	YES	NO	Macrococcus canis	11.00	0.00	11.00	9.53	193.00	58.27	0	0	0	0	N/A	N/A		2025	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
CblA-1	3002999	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Phocaeicola dorei	468.00	0.00	468.00	100.00	891.00	181.40	0	0	0	0	N/A	N/A		891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
SGM-7	3006993	protein homolog model	Resistomes & Variants	1	98.77	NO	NO	Sphingobium yanoikuyae	1.00	0.00	1.00	2.05	20.00	46.00	0	0	0	0	N/A	N/A		975	SGM beta-lactamase	carbapenem	antibiotic inactivation
leuO	3003843	protein homolog model	Resistomes & Variants	3	78.8 - 95.9	YES	NO	Klebsiella michiganensis; Klebsiella quasipneumoniae; Escherichia marmotae	17.00	0.00	17.00	7.57	72.00	48.76	0	0	0	0	N/A	N/A		951; 951; 954	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
FosB4	3004671	protein homolog model	Resistomes & Variants	1	99.28	NO	NO	Staphylococcus aureus; Staphylococcus epidermidis; Staphylococcus haemolyticus	2.00	0.00	2.00	4.76	20.00	46.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
rpoB2	3000501	protein homolog model	Resistomes & Variants	4	96.74 - 99.91	YES	NO	Nocardia farcinica	75.00	0.00	75.00	14.27	511.25	93.10	0	0	0	0	N/A	N/A		3594; 3582; 3582; 3582	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
CARB-42	3005576	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Vibrio alginolyticus	1.00	0.00	1.00	2.11	18.00	34.00	0	0	0	0	N/A	N/A		852	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
lnuA	3002835	protein homolog model	Resistomes & Variants	2	97.52 - 99.38	NO	NO	Staphylococcus epidermidis; Staphylococcus aureus	9.00	0.00	9.00	25.70	162.00	64.15	0	0	0	0	N/A	N/A		651; 627	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
mecI	3000124	protein homolog model	Resistomes & Variants	2	95.69 - 99.19	NO	NO	Staphylococcus epidermidis; Staphylococcus aureus	35.00	0.00	35.00	22.94	87.50	65.78	0	0	0	0	N/A	N/A		354; 387	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
tet(O/W)	3007121	protein homolog model	Resistomes & Variants	1	97.65	NO	NO	Streptococcus equi	3.00	0.00	3.00	11.77	226.00	188.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
FPH-1	3004795	protein homolog model	Resistomes & Variants	1	96.82	NO	NO	Francisella philomiragia	1.00	0.00	1.00	2.76	24.00	34.00	0	0	0	0	N/A	N/A		870	FPH beta-lactamase	penicillin beta-lactam	antibiotic inactivation
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	5	94.43 - 100.0	NO	NO	Streptococcus suis; Enterococcus faecalis; Campylobacter jejuni	276.00	0.00	276.00	40.14	167.00	139.86	0	0	0	0	N/A	N/A		864; 864; 231; 522; 714	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
