ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
FosA8	3007371	protein homolog model	Resistomes & Variants	4	55.15 - 66.35	NO	NO	Citrobacter freundii; Citrobacter amalonaticus; Enterobacter cloacae; Pseudomonas aeruginosa; Pseudomonas putida	14.00	0.00	14.00	12.11	52.25	79.45	0	0	0	0	N/A	N/A		399; 399; 480; 411	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
CMY-70	3002083	protein homolog model	Resistomes & Variants	1	99.48	NO	NO	Citrobacter freundii	1.00	0.00	1.00	2.01	23.00	56.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	Resistomes & Variants	6	99.37 - 100.0	NO	YES	Clostridium perfringens; Enterococcus faecalis; Staphylococcus aureus; Staphylococcus epidermidis; Staphylococcus haemolyticus; Staphylococcus pseudintermedius	638.00	0.00	638.00	42.21	716.83	181.78	0	0	0	0	N/A	N/A		2058; 1488; 1440; 1743; 1446; 1476	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
Clostridium perfringens mprF	3003773	protein homolog model	Resistomes & Variants	1	98.42	YES	NO	Clostridium perfringens	8.00	0.00	8.00	23.51	402.00	83.75	0	0	0	0	N/A	N/A		1710	defensin resistant mprF	peptide antibiotic	antibiotic target alteration
tet(44)	3000556	protein homolog model	Resistomes & Variants	2	96.36 - 98.75	NO	NO	Clostridium perfringens; Streptococcus suis	96.00	0.00	96.00	18.91	360.00	135.72	0	0	0	0	N/A	N/A		1830; 1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
BPU-1	3004759	protein homolog model	Resistomes & Variants	1	94.27	NO	NO	Bacillus pumilus	5.00	0.00	5.00	5.45	43.00	56.00	0	0	0	0	N/A	N/A		789	BPU Beta-lactamase	penicillin beta-lactam	antibiotic inactivation
vmlR	3004476	protein homolog model	Resistomes & Variants	1	95.98	NO	NO	Bacillus subtilis	2.00	0.00	2.00	2.98	49.00	56.00	0	0	0	0	N/A	N/A		1644	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; antibiotic without defined classification; nucleoside antibiotic; pleuromutilin antibiotic	antibiotic target protection
amrA	3002982	protein homolog model	Resistomes & Variants	1	74.11	YES	NO	Burkholderia cenocepacia	10.00	0.00	10.00	4.66	56.00	55.00	0	0	0	0	N/A	N/A		1203	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
tet(36)	3000197	protein homolog model	Resistomes & Variants	4	32.57 - 33.66	YES	NO	Clostridium botulinum; Clostridium sporogenes	16.00	0.00	16.00	9.51	186.00	98.01	0	0	0	0	N/A	N/A		1956; 1956; 1956; 1956	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
FosXCC	3003208	protein homolog model	Resistomes & Variants	1	58.02	NO	NO	Clostridium botulinum	1.00	0.00	1.00	5.56	23.00	45.00	0	0	0	0	N/A	N/A		414	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
tet(W/N/W)	3004442	protein homolog model	Resistomes & Variants	2	79.94 - 94.36	NO	NO	Collinsella aerofaciens	10.00	0.00	10.00	10.53	203.50	145.11	0	0	0	0	N/A	N/A		1938; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aadA16	3002616	protein homolog model	Resistomes & Variants	3	98.58 - 98.93	NO	YES	Citrobacter portucalensis; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae	19.00	0.00	19.00	10.71	106.33	125.12	0	0	0	0	N/A	N/A		975; 999; 996	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
QnrB10	3002724	protein homolog model	Resistomes & Variants	1	98.67	NO	NO	Citrobacter portucalensis	2.00	0.00	2.00	5.73	39.00	78.00	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
cepA	3003559	protein homolog model	Resistomes & Variants	2	99.33 - 99.67	NO	NO	Bacteroides fragilis	23.00	0.00	23.00	56.98	555.00	188.14	0	0	0	0	N/A	N/A		1011; 903	CepA beta-lactamase	cephalosporin	antibiotic inactivation
OXA-347	3001777	protein homolog model	Resistomes & Variants	1	99.64	NO	NO	Bacteroides fragilis	15.00	0.00	15.00	16.61	137.00	63.67	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
lsaE	3003206	protein homolog model	Resistomes & Variants	2	97.57 - 99.19	YES	NO	Streptococcus equi; Streptococcus porcinus; Streptococcus suis; Streptococcus dysgalactiae	13.00	0.00	13.00	29.20	433.50	144.99	0	0	0	0	N/A	N/A		1485; 1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
lnuB	3002836	protein homolog model	Resistomes & Variants	3	95.88 - 99.63	NO	NO	Streptococcus porcinus; Enterococcus faecium; Streptococcus dysgalactiae; Staphylococcus aureus	12.00	0.00	12.00	35.01	282.33	169.16	0	0	0	0	N/A	N/A		804; 804; 810	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	9	74.31 - 100.0	YES	NO	Yersinia kristensenii; Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae	26.00	0.00	26.00	31.67	111.11	150.76	0	0	0	0	N/A	N/A		330; 330; 330; 330; 330; 330; 477; 330; 408	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
tet(S)	3000192	protein homolog model	Resistomes & Variants	3	98.43 - 100.0	YES	YES	Enterococcus avium; Enterococcus faecalis; Enterococcus faecium; Lactococcus garvieae; Staphylococcus aureus; Streptococcus agalactiae; Streptococcus canis; Streptococcus iniae; Streptococcus pyogenes; Streptococcus suis; Streptococcus uberis; Streptococcus pneumoniae	27.00	0.00	27.00	15.01	234.67	102.12	0	0	0	0	N/A	N/A		1941; 930; 1935	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
APH(2'')-IIa	3002635	protein homolog model	Resistomes & Variants	1	99.0	NO	NO	Histophilus somni	4.00	0.00	4.00	40.44	364.00	179.50	0	0	0	0	N/A	N/A		900	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
mdtN	3003548	protein homolog model	Resistomes & Variants	7	98.51 - 99.71	NO	NO	Shigella dysenteriae; Escherichia coli; Shigella sonnei	64.00	0.00	64.00	22.37	231.14	174.73	0	0	0	0	N/A	N/A		1032; 1023; 1032; 1032; 1071; 1032; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Im	3004629	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Histophilus somni	2.00	0.00	2.00	36.87	198.00	181.00	0	0	0	0	N/A	N/A		537	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
gadX	3000508	protein homolog model	Resistomes & Variants	8	92.34 - 99.15	NO	NO	Shigella dysenteriae; Escherichia coli; Shigella sonnei	39.00	0.00	39.00	28.49	254.12	169.45	0	0	0	0	N/A	N/A		825; 933; 825; 984; 966; 882; 822; 909	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
FosA2	3002804	protein homolog model	Resistomes & Variants	3	95.04 - 96.45	YES	NO	Enterobacter cloacae; Enterobacter hormaechei	4.00	0.00	4.00	26.36	120.33	190.33	0	0	0	0	N/A	N/A		534; 426; 426	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
oqxA	3003922	protein homolog model	Resistomes & Variants	4	90.28 - 99.74	NO	NO	Enterobacter cloacae; Klebsiella pneumoniae; Klebsiella michiganensis	5.00	0.00	5.00	6.55	77.00	115.25	0	0	0	0	N/A	N/A		1176; 1176; 1176; 1176	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
ArnT	3005053	protein homolog model	Resistomes & Variants	11	63.7 - 99.27	YES	NO	Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei; Shigella boydii; Klebsiella quasipneumoniae	48.00	0.00	48.00	21.64	357.00	163.16	0	0	0	0	N/A	N/A		1656; 1653; 1653; 1656; 1656; 1656; 1620; 1644; 1701; 1656; 1656	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Klebsiella pneumoniae KpnE	3004580	protein homolog model	Resistomes & Variants	9	81.36 - 100.0	YES	NO	Enterobacter cloacae; Escherichia coli; Shigella flexneri; Klebsiella pneumoniae; Enterobacter hormaechei; Enterobacter cancerogenus	23.00	0.00	23.00	32.54	122.22	146.54	0	0	0	0	N/A	N/A		408; 366; 366; 366; 375; 360; 393; 393; 363	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
bacA	3002986	protein homolog model	Resistomes & Variants	8	95.24 - 99.63	YES	NO	Enterobacter cloacae; Escherichia coli; Escherichia albertii	35.00	0.00	35.00	28.74	241.00	153.24	0	0	0	0	N/A	N/A		822; 822; 822; 822; 822; 870; 885; 822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
Erm(35)	3000604	protein homolog model	Resistomes & Variants	2	74.44 - 83.08	NO	NO	Phocaeicola vulgatus; Riemerella anatipestifer	66.00	0.00	66.00	15.73	126.00	87.16	0	0	0	0	N/A	N/A		801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
AcrS	3000656	protein homolog model	Resistomes & Variants	5	95.0 - 99.1	NO	NO	Shigella flexneri; Escherichia coli; Shigella sonnei	21.00	0.00	21.00	40.99	272.60	185.33	0	0	0	0	N/A	N/A		663; 663; 669; 663; 666	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrK	3000206	protein homolog model	Resistomes & Variants	8	96.78 - 99.71	YES	NO	Shigella flexneri; Escherichia coli	47.00	0.00	47.00	24.03	279.00	161.39	0	0	0	0	N/A	N/A		1164; 1164; 1164; 1164; 1164; 1164; 1164; 1101	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
PmrF	3003578	protein homolog model	Resistomes & Variants	7	86.67 - 99.69	YES	NO	Escherichia coli; Shigella flexneri; Enterobacter hormaechei	24.00	0.00	24.00	19.49	195.71	163.39	0	0	0	0	N/A	N/A		969; 969; 1125; 969; 1014; 984; 984	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
ugd	3003577	protein homolog model	Resistomes & Variants	8	94.33 - 99.48	YES	NO	Escherichia coli	55.00	0.00	55.00	23.87	317.62	160.43	0	0	0	0	N/A	N/A		1167; 1167; 1827; 1167; 1176; 1167; 1224; 1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
cpxA	3000830	protein homolog model	Resistomes & Variants	10	96.94 - 100.0	YES	NO	Escherichia coli; Salmonella enterica	31.00	0.00	31.00	19.33	265.60	156.32	0	0	0	0	N/A	N/A		1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	14	95.31 - 100.0	YES	NO	Escherichia coli	63.00	0.00	63.00	16.47	192.57	149.11	0	0	0	0	N/A	N/A		1158; 1158; 1200; 1158; 1158; 1185; 1158; 1221; 1158; 1203; 1158; 1218; 1158; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	6	98.18 - 99.09	NO	NO	Escherichia coli	60.00	0.00	60.00	44.91	232.83	177.01	0	0	0	0	N/A	N/A		609; 351; 471; 660; 582; 513	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	2	95.65 - 99.25	NO	NO	Escherichia coli; Klebsiella pneumoniae	11.00	0.00	11.00	16.16	292.00	168.31	0	0	0	0	N/A	N/A		912; 2496	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	Resistomes & Variants	4	99.61 - 99.81	NO	NO	Escherichia coli	55.00	0.00	55.00	27.07	843.00	189.84	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
TolC	3000237	protein homolog model	Resistomes & Variants	9	98.17 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	29.00	0.00	29.00	14.84	220.00	157.97	0	0	0	0	N/A	N/A		1482; 1488; 1482; 1482; 1482; 1482; 1482; 1482; 1482	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrA	3000027	protein homolog model	Resistomes & Variants	4	99.23 - 99.74	NO	NO	Escherichia coli	28.00	0.00	28.00	31.93	374.50	181.71	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
tet(A)	3000165	protein homolog model	Resistomes & Variants	6	98.73 - 100.0	NO	NO	Escherichia coli; Salmonella enterica	35.00	0.00	35.00	24.11	338.67	185.39	0	0	0	0	N/A	N/A		1566; 1335; 1200; 1368; 1335; 1422	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mdtO	3003549	protein homolog model	Resistomes & Variants	3	98.54 - 98.68	NO	NO	Escherichia coli	17.00	0.00	17.00	23.51	482.33	190.93	0	0	0	0	N/A	N/A		2052; 2052; 2052	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
YojI	3003952	protein homolog model	Resistomes & Variants	6	98.9 - 100.0	YES	NO	Escherichia coli	18.00	0.00	18.00	14.52	238.67	172.53	0	0	0	0	N/A	N/A		1644; 1644; 1644; 1644; 1644; 1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
gadW	3003838	protein homolog model	Resistomes & Variants	1	97.11	YES	NO	Escherichia coli	22.00	0.00	22.00	99.04	722.00	171.18	0	0	0	0	N/A	N/A		729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
catA1	3002683	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	16.00	0.00	16.00	13.59	95.00	157.75	0	0	0	0	N/A	N/A		699	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
eptA	3003576	protein homolog model	Resistomes & Variants	9	96.3 - 99.63	YES	NO	Escherichia coli; Shigella sonnei	94.00	0.00	94.00	26.12	548.00	174.41	0	0	0	0	N/A	N/A		1644; 1644; 1644; 1644; 1644; 1644; 1719; 1710; 3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
emrY	3000254	protein homolog model	Resistomes & Variants	5	98.44 - 100.0	NO	NO	Escherichia coli	21.00	0.00	21.00	19.05	295.00	164.29	0	0	0	0	N/A	N/A		1539; 1539; 1560; 1551; 1566	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AAC(3)-IVa	3002539	protein homolog model	Resistomes & Variants	1	100.0	NO	YES	Escherichia coli	15.00	0.00	15.00	31.21	426.00	190.87	0	0	0	0	N/A	N/A		1365	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
mdtM	3001214	protein homolog model	Resistomes & Variants	8	93.6 - 98.24	YES	NO	Escherichia coli	42.00	0.00	42.00	22.83	403.75	159.56	0	0	0	0	N/A	N/A		1233; 1233; 1233; 2553; 1233; 2553; 1233; 1332	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtA	3000792	protein homolog model	Resistomes & Variants	6	97.35 - 99.52	YES	NO	Escherichia coli	14.00	0.00	14.00	8.87	130.00	161.75	0	0	0	0	N/A	N/A		1368; 1248; 1455; 1368; 2127; 1398	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
mdtP	3003550	protein homolog model	Resistomes & Variants	6	94.26 - 99.8	YES	NO	Escherichia coli; Shigella sonnei; Escherichia marmotae	57.00	0.00	57.00	23.52	546.83	174.94	0	0	0	0	N/A	N/A		1467; 1467; 1554; 3273; 3213; 1467	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
EC-13	3006874	protein homolog model	Resistomes & Variants	2	98.41 - 99.2	NO	NO	Escherichia coli	14.00	0.00	14.00	32.76	403.50	180.75	0	0	0	0	N/A	N/A		1251; 1227	EC beta-lactamase	cephalosporin	antibiotic inactivation
AcrF	3000502	protein homolog model	Resistomes & Variants	9	98.94 - 99.61	YES	NO	Escherichia coli	90.00	0.00	90.00	20.53	659.67	188.19	0	0	0	0	N/A	N/A		4275; 3105; 3105; 3105; 3105; 3171; 3105; 3105; 3297	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
acrD	3000491	protein homolog model	Resistomes & Variants	6	99.04 - 99.9	NO	NO	Escherichia coli	37.00	0.00	37.00	17.04	530.67	186.98	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
rsmA	3005069	protein homolog model	Resistomes & Variants	7	83.61 - 91.23	YES	NO	Escherichia coli; Klebsiella quasipneumoniae; Photorhabdus asymbiotica; Enterobacter kobei	10.00	0.00	10.00	46.53	94.43	149.67	0	0	0	0	N/A	N/A		186; 192; 186; 186; 186; 186; 333	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
H-NS	3000676	protein homolog model	Resistomes & Variants	9	91.97 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae; Escherichia albertii; Enterobacter hormaechei; Leclercia adecarboxylata	26.00	0.00	26.00	26.61	132.56	148.06	0	0	0	0	N/A	N/A		414; 576; 504; 1527; 570; 414; 462; 414; 414	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
CTX-M-65	3001926	protein homolog model	Resistomes & Variants	1	99.66	NO	YES	Escherichia coli	2.00	0.00	2.00	21.00	184.00	129.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
qacL	3005098	protein homolog model	Resistomes & Variants	4	92.73 - 93.64	NO	NO	Escherichia coli	7.00	0.00	7.00	35.95	121.00	139.00	0	0	0	0	N/A	N/A		333; 333; 342; 357	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	21	67.2 - 99.77	YES	NO	Escherichia coli; Morganella morganii; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Serratia odorifera; Providencia stuartii; Haemophilus parainfluenzae; Haemophilus influenzae; Serratia marcescens	222.00	0.00	222.00	18.87	293.95	132.72	0	0	0	0	N/A	N/A		1794; 1374; 1629; 1533; 1533; 1539; 1677; 1539; 1539; 1545; 1536; 1536; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
evgS	3000833	protein homolog model	Resistomes & Variants	6	96.49 - 99.33	NO	NO	Escherichia coli	82.00	0.00	82.00	21.83	779.00	154.35	0	0	0	0	N/A	N/A		3594; 3594; 3594; 3594; 3594; 1224	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
evgA	3000832	protein homolog model	Resistomes & Variants	4	97.55 - 99.51	NO	NO	Escherichia coli	12.00	0.00	12.00	26.59	163.50	157.14	0	0	0	0	N/A	N/A		615; 615; 615; 615	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	8	92.44 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei; Klebsiella quasipneumoniae	114.00	0.00	114.00	32.37	566.12	167.33	0	0	0	0	N/A	N/A		1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
CARB-3	3002242	protein homolog model	Resistomes & Variants	1	99.65	NO	YES	Escherichia coli	2.00	0.00	2.00	21.74	238.00	191.00	0	0	0	0	N/A	N/A		1095	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mdtE	3000795	protein homolog model	Resistomes & Variants	7	97.66 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	37.00	0.00	37.00	30.77	365.86	184.66	0	0	0	0	N/A	N/A		1158; 1158; 1158; 1158; 1158; 1158; 1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtH	3001216	protein homolog model	Resistomes & Variants	7	99.5 - 100.0	NO	NO	Escherichia coli; Shigella boydii	16.00	0.00	16.00	13.77	167.29	181.21	0	0	0	0	N/A	N/A		1209; 1209; 1209; 1209; 1209; 1209; 1239	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
TEM-84	3000951	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	1.00	0.00	1.00	4.39	37.00	110.00	0	0	0	0	N/A	N/A		843	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
dfrA17	3002860	protein homolog model	Resistomes & Variants	1	99.36	NO	YES	Escherichia coli	3.00	0.00	3.00	52.87	341.00	174.00	0	0	0	0	N/A	N/A		645	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
dfrA19	3003015	protein homolog model	Resistomes & Variants	1	97.37	NO	NO	Escherichia coli	1.00	0.00	1.00	4.48	29.00	128.00	0	0	0	0	N/A	N/A		648	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	1	98.99	NO	NO	Escherichia coli	7.00	0.00	7.00	24.38	196.00	147.14	0	0	0	0	N/A	N/A		804	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
EC-15	3006876	protein homolog model	Resistomes & Variants	2	92.57 - 97.35	YES	NO	Escherichia coli; Escherichia marmotae	5.00	0.00	5.00	19.14	218.50	167.88	0	0	0	0	N/A	N/A		1134; 1212	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-8	3006881	protein homolog model	Resistomes & Variants	1	98.41	NO	NO	Escherichia coli	2.00	0.00	2.00	9.63	150.00	135.50	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-5	3006880	protein homolog model	Resistomes & Variants	3	98.41 - 99.73	NO	NO	Escherichia coli	16.00	0.00	16.00	20.20	283.00	160.03	0	0	0	0	N/A	N/A		1191; 1557; 1416	EC beta-lactamase	cephalosporin	antibiotic inactivation
qacEdelta1	3005010	protein homolog model	Resistomes & Variants	1	99.13	NO	NO	Escherichia coli	1.00	0.00	1.00	12.02	119.00	191.00	0	0	0	0	N/A	N/A		990	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	1	95.89	NO	NO	Escherichia coli	24.00	0.00	24.00	21.42	160.00	159.54	0	0	0	0	N/A	N/A		747	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
tet(C)	3000167	protein homolog model	Resistomes & Variants	2	76.37 - 79.1	NO	NO	Escherichia coli; Klebsiella pneumoniae	106.00	0.00	106.00	55.40	1733.50	188.70	0	0	0	0	N/A	N/A		3471; 1356	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Escherichia coli ampC beta-lactamase	3004290	protein homolog model	Resistomes & Variants	2	97.53 - 99.73	YES	NO	Escherichia coli	18.00	0.00	18.00	13.57	192.00	112.91	0	0	0	0	N/A	N/A		1557; 1149	ampC-type beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
aadA22	3002619	protein homolog model	Resistomes & Variants	1	99.23	NO	NO	Escherichia coli	3.00	0.00	3.00	23.16	312.00	191.00	0	0	0	0	N/A	N/A		1347	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
