ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
ErmX	3000596	protein homolog model	Resistomes & Variants	2	87.32 - 89.79	NO	NO	Bifidobacterium bifidum; Bifidobacterium longum	4.00	0.00	4.00	24.04	205.50	154.00	0	0	0	0	N/A	N/A		855; 855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
kdpE	3003841	protein homolog model	Resistomes & Variants	22	89.73 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter youngae; Citrobacter freundii; Citrobacter portucalensis; Citrobacter amalonaticus; Escherichia coli; Salmonella enterica	732.00	0.00	732.00	33.12	264.68	139.42	0	0	0	0	N/A	N/A		678; 678; 678; 678; 678; 678; 678; 732; 1452; 858; 678; 957; 678; 786; 786; 732; 705; 678; 726; 777; 678; 678	kdpDE	aminoglycoside antibiotic	antibiotic efflux
PmrF	3003578	protein homolog model	Resistomes & Variants	18	86.67 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter freundii; Citrobacter portucalensis; Citrobacter amalonaticus; Escherichia coli; Enterobacter hormaechei	189.00	0.00	189.00	35.39	356.67	157.68	0	0	0	0	N/A	N/A		984; 984; 984; 984; 984; 984; 1125; 1017; 969; 1020; 1014; 1020; 984; 984; 984; 984; 984; 1038	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Escherichia coli mdfA	3001328	protein homolog model	Resistomes & Variants	25	87.47 - 97.01	YES	YES	Citrobacter werkmanii; Citrobacter koseri; Citrobacter freundii; Citrobacter amalonaticus; Escherichia coli; Salmonella enterica; Enterobacter hormaechei	213.00	0.00	213.00	24.34	313.60	152.02	0	0	0	0	N/A	N/A		1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1368; 1233; 1263; 1437; 1350; 1233; 1251; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtB	3000793	protein homolog model	Resistomes & Variants	40	92.6 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter koseri; Citrobacter youngae; Citrobacter freundii; Citrobacter portucalensis; Citrobacter amalonaticus; Escherichia coli; Escherichia albertii; Shigella sonnei; Escherichia fergusonii; Escherichia marmotae	306.00	0.00	306.00	13.52	443.20	143.44	0	0	0	0	N/A	N/A		3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 4491; 4371; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3372; 3123; 3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
emrB	3000074	protein homolog model	Resistomes & Variants	19	93.2 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter freundii; Citrobacter portucalensis; Citrobacter amalonaticus; Enterobacter cloacae; Enterobacter asburiae; Escherichia coli; Enterobacter roggenkampii; Shigella sonnei; Enterobacter hormaechei	154.00	0.00	154.00	16.60	257.21	140.32	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1539; 1539; 1545; 1539; 1548; 1548; 1548; 1539; 1560; 1539; 1539; 1719; 1539; 1548; 1539; 1548	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
vanY gene in vanG cluster	3002959	protein homolog model	Resistomes & Variants	6	31.32 - 40.1	YES	NO	Bacillus halotolerans; Clostridium perfringens; Ruthenibacterium lactatiformans; Streptococcus mutans	28.00	0.00	28.00	22.15	194.67	128.48	0	0	0	0	N/A	N/A		882; 792; 912; 897; 912; 750	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	10	89.67 - 100.0	YES	NO	Citrobacter koseri; Citrobacter amalonaticus; Escherichia coli; Salmonella enterica; Salmonella bongori	99.00	0.00	99.00	25.45	304.20	151.71	0	0	0	0	N/A	N/A		1194; 1194; 1194; 1194; 1194; 1194; 1194; 1194; 1230; 1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtC	3000794	protein homolog model	Resistomes & Variants	41	92.29 - 99.71	YES	NO	Citrobacter koseri; Citrobacter youngae; Citrobacter freundii; Citrobacter amalonaticus; Enterobacter cloacae; Escherichia coli; Escherichia albertii; Enterobacter hormaechei; Escherichia fergusonii; Escherichia marmotae; Enterobacter cancerogenus	563.00	0.00	563.00	19.91	676.00	160.21	0	0	0	0	N/A	N/A		3087; 3087; 3081; 4491; 3081; 3081; 3078; 3081; 3081; 3081; 3072; 3081; 3078; 3078; 3078; 3078; 6201; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
FosA7	3004113	protein homolog model	Resistomes & Variants	1	95.71	NO	NO	Citrobacter koseri	1.00	0.00	1.00	28.13	119.00	189.00	0	0	0	0	N/A	N/A		423	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
Mef(En2)	3004659	protein homolog model	Resistomes & Variants	2	99.5	YES	NO	Phocaeicola vulgatus; Bacteroides caccae; Bacteroides fragilis; Phocaeicola massiliensis; Phocaeicola dorei; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Riemerella anatipestifer	283.00	0.00	283.00	85.45	1030.50	187.30	0	0	0	0	N/A	N/A		1206; 1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
ErmF	3000498	protein homolog model	Resistomes & Variants	15	97.74 - 99.62	NO	NO	Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Histophilus somni; Phocaeicola vulgatus; Phocaeicola dorei	1539.00	0.00	1539.00	32.23	311.27	131.87	0	0	0	0	N/A	N/A		1632; 801; 921; 1452; 876; 876; 873; 867; 855; 801; 801; 858; 801; 801; 615	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tet(X)	3000205	protein homolog model	Resistomes & Variants	2	97.68 - 99.74	NO	YES	Bacteroides fragilis; Phocaeicola vulgatus; Bacteroides ovatus; Bacteroides thetaiotaomicron; Elizabethkingia anophelis; Parabacteroides distasonis; Phocaeicola dorei; Phocaeicola massiliensis; Sphingobacterium hotanense; Riemerella anatipestifer	4.00	0.00	4.00	18.89	220.50	189.00	0	0	0	0	N/A	N/A		1167; 1167	tetracycline inactivation enzyme	glycylcycline; tetracycline antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	Resistomes & Variants	1	99.38	NO	NO	Bacteroides ovatus	3.00	0.00	3.00	27.85	269.00	163.00	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
QnrS1	3002790	protein homolog model	Resistomes & Variants	1	99.54	NO	NO	Cronobacter dublinensis	3.00	0.00	3.00	37.60	247.00	191.00	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
marA	3000263	protein homolog model	Resistomes & Variants	19	89.52 - 100.0	YES	NO	Cronobacter dublinensis; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter asburiae; Escherichia coli; Klebsiella pneumoniae; Salmonella enterica; Enterobacter roggenkampii; Klebsiella michiganensis; Klebsiella quasipneumoniae; Serratia marcescens	91.00	0.00	91.00	43.13	186.00	170.18	0	0	0	0	N/A	N/A		375; 381; 381; 384; 837; 390; 384; 384; 387; 378; 375; 375; 381; 384; 381; 381; 381; 375; 384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
vanY gene in vanF cluster	3002958	protein homolog model	Resistomes & Variants	11	29.3 - 37.93	YES	NO	Brevibacillus brevis; Faecalibacterium prausnitzii; Rothia mucilaginosa	39.00	0.00	39.00	29.66	241.45	168.33	0	0	0	0	N/A	N/A		822; 813; 813; 807; 807; 807; 813; 813; 807; 807; 915	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
sul3	3000413	protein homolog model	Resistomes & Variants	4	99.62 - 100.0	NO	YES	Citrobacter youngae; Escherichia albertii; Escherichia coli; Klebsiella pneumoniae; Shigella flexneri	50.00	0.00	50.00	52.43	428.25	183.35	0	0	0	0	N/A	N/A		792; 792; 849; 858	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
OXA-193	3001478	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Campylobacter coli	3.00	0.00	3.00	5.56	43.00	68.00	0	0	0	0	N/A	N/A		774	OXA beta-lactamase; OXA-61-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
BLMT	3005036	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Burkholderia glumae	26.00	0.00	26.00	38.77	164.00	168.96	0	0	0	0	N/A	N/A		423	Bleomycin resistant protein	glycopeptide antibiotic	antibiotic inactivation
acrB	3000216	protein homolog model	Resistomes & Variants	7	94.47 - 100.0	YES	NO	Citrobacter freundii; Escherichia coli	166.00	0.00	166.00	31.88	1006.29	177.21	0	0	0	0	N/A	N/A		3150; 3150; 3150; 3150; 3150; 3291; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
leuO	3003843	protein homolog model	Resistomes & Variants	32	77.71 - 99.36	YES	NO	Citrobacter freundii; Enterobacter cloacae; Enterobacter chengduensis; Enterobacter kobei; Shigella flexneri; Escherichia coli; Klebsiella aerogenes; Klebsiella pneumoniae; Enterobacter roggenkampii; Enterobacter hormaechei; Shigella boydii; Klebsiella michiganensis; Klebsiella quasipneumoniae; Enterobacter cancerogenus	451.00	0.00	451.00	31.75	319.66	165.94	0	0	0	0	N/A	N/A		1164; 1212; 1014; 963; 963; 963; 963; 963; 945; 1122; 945; 945; 1134; 1122; 945; 969; 960; 951; 969; 969; 999; 1020; 963; 945; 945; 945; 1122; 951; 951; 951; 1023; 963	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-140	3001452	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Citrobacter freundii; Enterobacter hormaechei; Pseudomonas aeruginosa	2.00	0.00	2.00	13.47	116.00	186.00	0	0	0	0	N/A	N/A		861	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
CMY-70	3002083	protein homolog model	Resistomes & Variants	1	99.48	NO	NO	Citrobacter freundii	1.00	0.00	1.00	2.01	23.00	34.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
tet(44)	3000556	protein homolog model	Resistomes & Variants	4	96.36 - 98.44	NO	NO	Clostridium perfringens; Erysipelatoclostridium ramosum; Streptococcus suis	130.00	0.00	130.00	34.77	659.00	140.83	0	0	0	0	N/A	N/A		1830; 1923; 1923; 921	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanH gene in vanD cluster	3002944	protein homolog model	Resistomes & Variants	6	34.94 - 35.44	YES	NO	Clostridium perfringens; Klebsiella pneumoniae; Klebsiella quasipneumoniae	165.00	0.00	165.00	43.93	439.17	146.62	0	0	0	0	N/A	N/A		999; 999; 1056; 999; 990; 990	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tetB(P)	3000195	protein homolog model	Resistomes & Variants	1	97.85	YES	NO	Clostridium butyricum; Clostridium perfringens; Paeniclostridium sordellii; unclassified Bacteria; Peptacetobacter hiranonis	54.00	0.00	54.00	92.90	1820.00	190.15	0	0	0	0	N/A	N/A		1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	Resistomes & Variants	4	100.0	NO	NO	Clostridium perfringens; Staphylococcus epidermidis; Staphylococcus aureus	137.00	0.00	137.00	46.83	863.50	157.74	0	0	0	0	N/A	N/A		2058; 1743; 1446; 1488	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
tet(M)	3000186	protein homolog model	Resistomes & Variants	13	91.4 - 99.06	YES	NO	Clostridium perfringens; Escherichia coli; Erysipelatoclostridium ramosum; Enterococcus faecium; Gardnerella vaginalis; Gemella haemolysans; Enterococcus faecalis; Streptococcus pneumoniae; Streptococcus agalactiae	325.00	0.00	325.00	36.95	713.46	179.63	0	0	0	0	N/A	N/A		1920; 1920; 1920; 1920; 1920; 1926; 1428; 2022; 2022; 1920; 1935; 1920; 1926	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
Clostridium perfringens mprF	3003773	protein homolog model	Resistomes & Variants	4	99.12 - 100.0	YES	NO	Clostridium perfringens	20.00	0.00	20.00	23.48	398.50	188.60	0	0	0	0	N/A	N/A		1665; 1725; 1710; 1710	defensin resistant mprF	peptide antibiotic	antibiotic target alteration
BPU-1	3004759	protein homolog model	Resistomes & Variants	1	93.89	NO	NO	Bacillus pumilus	21.00	0.00	21.00	11.19	100.00	57.24	0	0	0	0	N/A	N/A		894	BPU Beta-lactamase	penicillin beta-lactam	antibiotic inactivation
FosBx1	3007372	protein homolog model	Resistomes & Variants	1	61.31	NO	NO	Bacillus subtilis	1.00	0.00	1.00	4.02	17.00	23.00	0	0	0	0	N/A	N/A		423	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
BSU-1	3006902	protein homolog model	Resistomes & Variants	1	99.25	YES	NO	Bacillus subtilis	1.00	0.00	1.00	3.86	31.00	34.00	0	0	0	0	N/A	N/A		804	BSU beta-lactamase	carbapenem	antibiotic inactivation
mphK	3004541	protein homolog model	Resistomes & Variants	1	98.37	YES	NO	Bacillus subtilis	1.00	0.00	1.00	3.04	28.00	46.00	0	0	0	0	N/A	N/A		921	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
vanH gene in vanO cluster	3002948	protein homolog model	Resistomes & Variants	15	37.09 - 42.58	YES	NO	Dysosmobacter welbionis; Collinsella aerofaciens; Roseburia hominis; Faecalibacterium prausnitzii	282.00	0.00	282.00	42.97	433.60	167.37	0	0	0	0	N/A	N/A		996; 1086; 984; 984; 1002; 996; 996; 996; 996; 996; 996; 996; 996; 996; 996	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanW gene in vanB cluster	3002964	protein homolog model	Resistomes & Variants	1	34.94	YES	NO	Dysosmobacter welbionis	13.00	0.00	13.00	71.24	592.00	148.15	0	0	0	0	N/A	N/A		831	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(36)	3000197	protein homolog model	Resistomes & Variants	7	30.73 - 33.39	YES	NO	Clostridium botulinum; Clostridium sporogenes; Herbinix luporum	127.00	0.00	127.00	13.08	281.14	90.02	0	0	0	0	N/A	N/A		1998; 1956; 1956; 1956; 1956; 1956; 2730	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
FosXCC	3003208	protein homolog model	Resistomes & Variants	1	58.65	YES	NO	Clostridium botulinum	5.00	0.00	5.00	19.57	81.00	87.80	0	0	0	0	N/A	N/A		414	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
nimJ	3007112	protein homolog model	Resistomes & Variants	1	58.64	NO	NO	Clostridium botulinum	3.00	0.00	3.00	6.06	30.00	107.00	0	0	0	0	N/A	N/A		495	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
tet(W/N/W)	3004442	protein homolog model	Resistomes & Variants	2	79.94 - 94.36	NO	NO	Christensenella minuta; Faecalibacterium prausnitzii; Collinsella aerofaciens	109.00	0.00	109.00	80.67	1558.00	186.33	0	0	0	0	N/A	N/A		1938; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
CSA-2	3006870	protein homolog model	Resistomes & Variants	1	94.93	YES	NO	Cronobacter universalis	2.00	0.00	2.00	2.04	23.00	68.00	0	0	0	0	N/A	N/A		1128	CSA beta-lactamase	cephalosporin	antibiotic inactivation
emrA	3000027	protein homolog model	Resistomes & Variants	10	89.23 - 99.74	YES	NO	Citrobacter portucalensis; Escherichia coli; Shigella dysenteriae; Shigella sonnei; Salmonella enterica	69.00	0.00	69.00	27.13	318.70	182.01	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1212; 1173; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
QnrB6	3002720	protein homolog model	Resistomes & Variants	1	99.53	NO	NO	Citrobacter portucalensis	5.00	0.00	5.00	9.20	64.00	61.00	0	0	0	0	N/A	N/A		696	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
cepA	3003559	protein homolog model	Resistomes & Variants	1	99.67	NO	NO	Bacteroides fragilis	2.00	0.00	2.00	9.50	96.00	105.00	0	0	0	0	N/A	N/A		1011	CepA beta-lactamase	cephalosporin	antibiotic inactivation
H-NS	3000676	protein homolog model	Resistomes & Variants	18	92.7 - 100.0	YES	NO	Citrobacter amalonaticus; Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei; Klebsiella quasipneumoniae	313.00	0.00	313.00	41.70	269.00	138.18	0	0	0	0	N/A	N/A		414; 414; 525; 414; 414; 414; 576; 489; 414; 504; 1527; 570; 1524; 414; 498; 414; 408; 534	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
bacA	3002986	protein homolog model	Resistomes & Variants	24	95.24 - 100.0	YES	NO	Citrobacter amalonaticus; Enterobacter cloacae; Escherichia coli; Salmonella enterica; Escherichia albertii; Escherichia fergusonii; Salmonella bongori	166.00	0.00	166.00	29.50	247.50	147.63	0	0	0	0	N/A	N/A		822; 822; 822; 822; 822; 822; 822; 822; 822; 867; 822; 870; 885; 822; 822; 822; 822; 822; 822; 822; 822; 822; 822; 822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
ArnT	3005053	protein homolog model	Resistomes & Variants	33	39.67 - 99.64	YES	NO	Citrobacter amalonaticus; Enterobacter cloacae; Enterobacter asburiae; Escherichia coli; Morganella morganii; Klebsiella pneumoniae; Enterobacter roggenkampii; Pseudomonas chlororaphis; Shigella boydii; Pseudomonas fluorescens; Klebsiella quasipneumoniae; Pseudomonas aeruginosa	378.00	0.00	378.00	21.83	358.97	156.91	0	0	0	0	N/A	N/A		1656; 1656; 1656; 1656; 1656; 1419; 1653; 1653; 1596; 1653; 1584; 1698; 1665; 1656; 1656; 1656; 1656; 1656; 1656; 1656; 1656; 1656; 1656; 1647; 1701; 1656; 1656; 1656; 1656; 1656; 1656; 1656; 1650	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
patB	3000025	protein homolog model	Resistomes & Variants	9	67.62 - 89.97	YES	NO	Streptococcus porcinus; Streptococcus cristatus; Streptococcus mitis; Streptococcus iniae; Streptococcus pseudopneumoniae; Streptococcus equi; Streptococcus uberis; Streptococcus gordonii	28.00	0.00	28.00	9.45	167.67	114.94	0	0	0	0	N/A	N/A		1785; 1767; 1767; 1785; 1767; 1767; 1797; 1785; 1770	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
ErmB	3000375	protein homolog model	Resistomes & Variants	18	97.86 - 99.18	NO	NO	Streptococcus pyogenes; Streptococcus agalactiae; Escherichia coli; Streptococcus gallolyticus; Enterococcus faecium; Streptococcus pasteurianus; Ruthenibacterium lactatiformans; Streptococcus suis; Enterococcus faecalis	2209.00	0.00	2209.00	51.06	400.89	163.07	0	0	0	0	N/A	N/A		738; 810; 810; 738; 810; 738; 738; 783; 807; 738; 747; 762; 762; 750; 792; 795; 795; 855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
ThfT	3007427	protein homolog model	Resistomes & Variants	1	99.46	YES	NO	Streptococcus dysgalactiae; Streptococcus pyogenes	1.00	0.00	1.00	4.12	23.00	34.00	0	0	0	0	N/A	N/A		558	ECF transporter S component	sulfonamide antibiotic	resistance by host-dependent nutrient acquisition
poxtA	3004470	protein homolog model	Resistomes & Variants	1	35.13	NO	NO	Roseburia hominis	64.00	0.00	64.00	50.49	971.00	105.19	0	0	0	0	N/A	N/A		1923	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection
vanT gene in vanC cluster	3002970	protein homolog model	Resistomes & Variants	2	33.33	NO	NO	Roseburia hominis	19.00	0.00	19.00	51.66	630.00	148.94	0	0	0	0	N/A	N/A		1233; 1170	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
FosA8	3007371	protein homolog model	Resistomes & Variants	2	54.55 - 66.35	NO	NO	Enterobacter cloacae; Vibrio parahaemolyticus	4.00	0.00	4.00	18.73	91.50	125.25	0	0	0	0	N/A	N/A		480; 507	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
Enterobacter cloacae acrA	3004042	protein homolog model	Resistomes & Variants	3	100.0	YES	NO	Enterobacter cloacae; Enterobacter roggenkampii	9.00	0.00	9.00	20.44	244.00	161.03	0	0	0	0	N/A	N/A		1194; 1194; 1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ramA	3000823	protein homolog model	Resistomes & Variants	9	92.74 - 99.19	YES	NO	Enterobacter cloacae; Enterobacter asburiae; Enterobacter roggenkampii; Enterobacter hormaechei	56.00	0.00	56.00	42.41	169.11	124.04	0	0	0	0	N/A	N/A		375; 375; 435; 375; 558; 375; 375; 375; 375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
msbA	3003950	protein homolog model	Resistomes & Variants	25	92.61 - 100.0	YES	NO	Enterobacter cloacae; Enterobacter asburiae; Escherichia coli; Shigella boydii; Klebsiella pneumoniae; Enterobacter roggenkampii; Klebsiella oxytoca; Enterobacter hormaechei; Klebsiella quasipneumoniae; Leclercia adecarboxylata; Enterobacter cancerogenus	407.00	0.00	407.00	30.94	541.08	163.37	0	0	0	0	N/A	N/A		1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
ACT-59	3006254	protein homolog model	Resistomes & Variants	1	98.95	NO	NO	Enterobacter cloacae	3.00	0.00	3.00	11.14	139.00	92.33	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
CRP	3000518	protein homolog model	Resistomes & Variants	17	96.19 - 99.52	YES	NO	Enterobacter cloacae; Enterobacter hormaechei; Plesiomonas shigelloides; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Proteus mirabilis	172.00	0.00	172.00	49.91	317.88	171.34	0	0	0	0	N/A	N/A		633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 726; 633; 633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	16	83.49 - 100.0	YES	NO	Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Salmonella enterica; Klebsiella quasipneumoniae	84.00	0.00	84.00	55.49	192.50	158.67	0	0	0	0	N/A	N/A		330; 330; 330; 330; 330; 339; 330; 330; 330; 477; 408; 330; 330; 330; 330; 264	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ANT(3'')-IIa	3004089	protein homolog model	Resistomes & Variants	5	87.66 - 99.62	YES	YES	Enterobacter asburiae; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter kobei; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Providencia alcalifaciens; Pseudomonas aeruginosa; Salmonella enterica; Serratia marcescens; Shigella flexneri; Vibrio cholerae	101.00	0.00	101.00	43.38	445.60	187.04	0	0	0	0	N/A	N/A		1008; 1359; 1014; 1008; 903	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mcr-10.1	3007137	protein homolog model	Resistomes & Variants	1	99.81	NO	NO	Enterobacter cloacae	14.00	0.00	14.00	48.10	811.00	180.57	0	0	0	0	N/A	N/A		1686	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
oqxA	3003922	protein homolog model	Resistomes & Variants	16	90.79 - 100.0	YES	NO	Enterobacter cloacae; Enterobacter chengduensis; Enterobacter asburiae; Klebsiella pneumoniae; Enterobacter roggenkampii; Enterobacter hormaechei; Klebsiella quasipneumoniae	148.00	0.00	148.00	28.45	339.94	174.07	0	0	0	0	N/A	N/A		1176; 1176; 1176; 1176; 1176; 1176; 1176; 1176; 1263; 1176; 1176; 1176; 1176; 1176; 1176; 1260	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
