ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
FosBx1	3007372	protein homolog model	Resistomes & Variants	7	53.62 - 64.06	YES	NO	Bacillus velezensis; Bacillus pumilus; Bacillus subtilis; Staphylococcus lugdunensis; Staphylococcus capitis; Staphylococcus arlettae	19.00	0.00	19.00	8.17	34.71	39.57	0	0	0	0	N/A	N/A		429; 444; 426; 423; 420; 408; 423	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
ErmF	3000498	protein homolog model	Resistomes & Variants	10	97.37 - 99.62	NO	NO	Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Phocaeicola dorei	1427.00	0.00	1427.00	41.74	439.70	135.56	0	0	0	0	N/A	N/A		1632; 921; 1452; 801; 876; 876; 867; 873; 858; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
Mef(En2)	3004659	protein homolog model	Resistomes & Variants	1	99.5	YES	NO	Phocaeicola vulgatus; Bacteroides caccae; Bacteroides fragilis; Phocaeicola massiliensis; Phocaeicola dorei; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis	89.00	0.00	89.00	100.00	1206.00	187.31	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
vanR gene in vanF cluster	3002925	protein homolog model	Resistomes & Variants	1	96.54	NO	NO	Brevibacillus laterosporus	10.00	0.00	10.00	30.32	211.00	106.60	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
vanH gene in vanO cluster	3002948	protein homolog model	Resistomes & Variants	13	37.42 - 41.85	YES	NO	Burkholderia cepacia; Dysosmobacter welbionis; Burkholderia lata; Roseburia hominis; Faecalibacterium prausnitzii; Eubacterium maltosivorans	94.00	0.00	94.00	39.51	393.00	165.53	0	0	0	0	N/A	N/A		999; 996; 999; 984; 984; 1002; 996; 996; 996; 996; 996; 996; 987	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
aad(6)	3002628	protein homolog model	Resistomes & Variants	3	92.75 - 99.64	YES	NO	Bifidobacterium breve; Bifidobacterium longum; Clostridioides difficile; Enterococcus faecalis; Erysipelothrix rhusiopathiae; Fusobacterium necrophorum; Neisseria brasiliensis; Streptococcus agalactiae; Streptococcus dysgalactiae; Streptococcus mitis; Campylobacter coli; Streptococcus suis	11.00	0.00	11.00	27.11	243.67	170.75	0	0	0	0	N/A	N/A		909; 840; 909	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
tet(36)	3000197	protein homolog model	Resistomes & Variants	5	31.48 - 34.31	YES	NO	Clostridium septicum; Clostridium botulinum; Enterococcus faecium; Enterococcus faecalis; Herbinix luporum	206.00	0.00	206.00	36.90	742.20	109.68	0	0	0	0	N/A	N/A		1956; 1956; 1956; 1860; 2730	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanR gene in vanD cluster	3002923	protein homolog model	Resistomes & Variants	2	91.81 - 96.98	NO	NO	Blautia producta	23.00	0.00	23.00	38.62	270.00	121.80	0	0	0	0	N/A	N/A		699; 699	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
poxtA	3004470	protein homolog model	Resistomes & Variants	3	35.13 - 100.0	YES	YES	Blautia producta; Roseburia hominis; Enterococcus faecalis; Enterococcus faecium	100.00	0.00	100.00	32.11	582.67	85.51	0	0	0	0	N/A	N/A		1635; 1923; 1635	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection
tet(44)	3000556	protein homolog model	Resistomes & Variants	3	96.36 - 98.91	YES	NO	Clostridium perfringens; Streptococcus suis	19.00	0.00	19.00	4.80	79.67	116.73	0	0	0	0	N/A	N/A		1830; 1923; 921	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tetB(P)	3000195	protein homolog model	Resistomes & Variants	1	97.85	YES	NO	Clostridium butyricum; Clostridium perfringens; Paeniclostridium sordellii; unclassified Bacteria; Peptacetobacter hiranonis	67.00	0.00	67.00	100.00	1959.00	185.51	0	0	0	0	N/A	N/A		1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
Clostridium perfringens mprF	3003773	protein homolog model	Resistomes & Variants	1	96.31	NO	NO	Clostridium perfringens	8.00	0.00	8.00	10.35	177.00	72.62	0	0	0	0	N/A	N/A		1710	defensin resistant mprF	peptide antibiotic	antibiotic target alteration
AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	Resistomes & Variants	7	98.44 - 100.0	NO	NO	Clostridium perfringens; Enterococcus faecium; Staphylococcus aureus; Staphylococcus epidermidis	121.00	0.00	121.00	26.06	479.00	126.56	0	0	0	0	N/A	N/A		2058; 1488; 1440; 1743; 1458; 1440; 1446	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
vanH gene in vanD cluster	3002944	protein homolog model	Resistomes & Variants	5	34.94 - 81.42	YES	NO	Clostridium perfringens; Klebsiella pneumoniae; Erysipelatoclostridium ramosum; Klebsiella quasipneumoniae; Enterococcus faecalis	20.00	0.00	20.00	14.09	139.40	93.46	0	0	0	0	N/A	N/A		999; 990; 984; 990; 972	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
CfxA5	3003096	protein homolog model	Resistomes & Variants	1	99.69	NO	NO	Bacteroides caccae; Phocaeicola massiliensis; Phocaeicola vulgatus	4.00	0.00	4.00	21.53	208.00	180.00	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
BPU-1	3004759	protein homolog model	Resistomes & Variants	1	95.42	YES	NO	Bacillus pumilus	2.00	0.00	2.00	3.68	29.00	34.00	0	0	0	0	N/A	N/A		789	BPU Beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mphK	3004541	protein homolog model	Resistomes & Variants	1	86.27	YES	NO	Bacillus subtilis	4.00	0.00	4.00	4.23	39.00	50.50	0	0	0	0	N/A	N/A		921	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
clbA	3002814	protein homolog model	Resistomes & Variants	1	92.82	NO	NO	Bacillus amyloliquefaciens	7.00	0.00	7.00	19.96	209.00	84.29	0	0	0	0	N/A	N/A		1047	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
vanXY gene in vanG cluster	3003069	protein homolog model	Resistomes & Variants	5	45.31 - 100.0	YES	NO	Dysosmobacter welbionis; Erysipelatoclostridium ramosum; Ruthenibacterium lactatiformans; Streptococcus suis; Streptococcus agalactiae	23.00	0.00	23.00	27.13	191.00	106.50	0	0	0	0	N/A	N/A		738; 576; 753; 393; 765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
vanW gene in vanB cluster	3002964	protein homolog model	Resistomes & Variants	3	34.8 - 92.36	YES	NO	Dysosmobacter welbionis; Enterococcus faecium	17.00	0.00	17.00	22.39	186.00	155.11	0	0	0	0	N/A	N/A		834; 831; 828	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(W/32/O)	3007124	protein homolog model	Resistomes & Variants	1	93.42	NO	NO	Dysosmobacter welbionis	7.00	0.00	7.00	25.68	493.00	183.14	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
FosXCC	3003208	protein homolog model	Resistomes & Variants	1	56.49	YES	NO	Clostridium botulinum	8.00	0.00	8.00	18.36	76.00	68.25	0	0	0	0	N/A	N/A		414	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
nimJ	3007112	protein homolog model	Resistomes & Variants	2	55.83 - 58.64	NO	NO	Clostridium botulinum; Faecalibacterium prausnitzii	12.00	0.00	12.00	46.78	236.00	139.84	0	0	0	0	N/A	N/A		495; 510	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
cfrC	3004146	protein homolog model	Resistomes & Variants	2	95.64 - 96.51	YES	NO	Clostridium botulinum; Clostridium sporogenes	5.00	0.00	5.00	10.25	106.00	65.16	0	0	0	0	N/A	N/A		1035; 1035	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target alteration
tet(W/N/W)	3004442	protein homolog model	Resistomes & Variants	2	79.62 - 94.36	NO	NO	Collinsella aerofaciens	19.00	0.00	19.00	36.90	714.50	181.75	0	0	0	0	N/A	N/A		1920; 1938	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
CfiA4	3006919	protein homolog model	Resistomes & Variants	1	99.6	NO	NO	Bacteroides fragilis	4.00	0.00	4.00	43.47	326.00	188.25	0	0	0	0	N/A	N/A		750	CfiA beta-lactamase	carbapenem	antibiotic inactivation
CfiA11	3006907	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Bacteroides fragilis	18.00	0.00	18.00	71.36	578.00	137.83	0	0	0	0	N/A	N/A		810	CfiA beta-lactamase	carbapenem	antibiotic inactivation
PmrF	3003578	protein homolog model	Resistomes & Variants	8	90.57 - 100.0	NO	NO	Citrobacter amalonaticus; Escherichia coli	29.00	0.00	29.00	19.32	190.38	141.07	0	0	0	0	N/A	N/A		984; 969; 1017; 969; 969; 969; 1020; 1014	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
mdtG	3001329	protein homolog model	Resistomes & Variants	6	91.29 - 100.0	YES	NO	Citrobacter amalonaticus; Escherichia coli	16.00	0.00	16.00	18.54	227.67	163.76	0	0	0	0	N/A	N/A		1221; 1221; 1227; 1227; 1281; 1227	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	25	67.2 - 99.77	YES	NO	Yersinia kristensenii; Plesiomonas shigelloides; Escherichia coli; Morganella morganii; Klebsiella aerogenes; Klebsiella pneumoniae; Proteus vulgaris; Klebsiella huaxiensis; Leminorella grimontii; Klebsiella michiganensis; Serratia liquefaciens; Klebsiella quasipneumoniae; Haemophilus influenzae; Haemophilus parainfluenzae; Serratia marcescens	120.00	0.00	120.00	9.50	150.16	108.05	0	0	0	0	N/A	N/A		1536; 1533; 1794; 1374; 1629; 1533; 1539; 1539; 1539; 1677; 1539; 1518; 1539; 1554; 1539; 1536; 1536; 1545; 1527; 1527; 1527; 1527; 1533; 1539; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
tet(T)	3000193	protein homolog model	Resistomes & Variants	1	99.69	YES	NO	Streptococcus dysgalactiae; Streptococcus pyogenes	5.00	0.00	5.00	12.01	235.00	64.60	0	0	0	0	N/A	N/A		1956	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ErmB	3000375	protein homolog model	Resistomes & Variants	22	87.31 - 99.18	YES	NO	Streptococcus agalactiae; Streptococcus pyogenes; Phocaeicola vulgatus; Escherichia coli; Faecalibacterium prausnitzii; Lactobacillus johnsonii; Streptococcus gallolyticus; Enterococcus faecium; Ruthenibacterium lactatiformans; Streptococcus suis; Enterococcus faecalis	2052.00	0.00	2052.00	42.55	334.59	147.42	0	0	0	0	N/A	N/A		810; 738; 738; 738; 738; 810; 828; 783; 747; 807; 723; 762; 762; 738; 738; 747; 678; 792; 738; 795; 795; 855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tet(S)	3000192	protein homolog model	Resistomes & Variants	1	99.84	YES	YES	Enterococcus avium; Enterococcus faecalis; Enterococcus faecium; Lactococcus garvieae; Staphylococcus aureus; Streptococcus agalactiae; Streptococcus canis; Streptococcus iniae; Streptococcus pyogenes; Streptococcus suis; Streptococcus uberis	20.00	0.00	20.00	60.48	1174.00	146.35	0	0	0	0	N/A	N/A		1941	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanT gene in vanC cluster	3002970	protein homolog model	Resistomes & Variants	4	33.06 - 33.33	YES	NO	Roseburia hominis	22.00	0.00	22.00	28.90	351.50	175.66	0	0	0	0	N/A	N/A		1233; 1233; 1170; 1170	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanU gene in vanG cluster	3004253	protein homolog model	Resistomes & Variants	2	80.6 - 83.58	NO	NO	Roseburia hominis; Streptococcus suis	36.00	0.00	36.00	89.63	204.00	135.87	0	0	0	0	N/A	N/A		213; 246	glycopeptide resistance gene cluster; vanU	glycopeptide antibiotic	antibiotic target alteration
bacA	3002986	protein homolog model	Resistomes & Variants	6	95.24 - 99.63	YES	NO	Enterobacter cloacae; Escherichia coli	19.00	0.00	19.00	33.96	288.33	156.38	0	0	0	0	N/A	N/A		822; 822; 822; 870; 885; 867	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
msbA	3003950	protein homolog model	Resistomes & Variants	8	92.61 - 100.0	YES	NO	Enterobacter cloacae; Enterobacter asburiae; Escherichia coli; Shigella flexneri; Klebsiella pneumoniae; Enterobacter roggenkampii; Shigella boydii	34.00	0.00	34.00	17.21	301.12	152.46	0	0	0	0	N/A	N/A		1749; 1752; 1749; 1749; 1749; 1749; 1764; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
emrR	3000516	protein homolog model	Resistomes & Variants	6	92.57 - 100.0	YES	NO	Enterobacter cloacae; Escherichia coli; Klebsiella aerogenes; Klebsiella pneumoniae	19.00	0.00	19.00	34.16	200.50	136.82	0	0	0	0	N/A	N/A		531; 531; 660; 639; 531; 531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
Klebsiella pneumoniae KpnE	3004580	protein homolog model	Resistomes & Variants	9	79.17 - 98.33	YES	NO	Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Klebsiella michiganensis	34.00	0.00	34.00	34.35	131.22	118.87	0	0	0	0	N/A	N/A		363; 381; 420; 366; 375; 366; 450; 363; 363	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
CMH-3	3006855	protein homolog model	Resistomes & Variants	1	99.21	NO	NO	Enterobacter cloacae	1.00	0.00	1.00	10.38	119.00	191.00	0	0	0	0	N/A	N/A		1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	8	83.49 - 87.16	YES	NO	Enterobacter cloacae; Enterobacter chengduensis; Escherichia coli	30.00	0.00	30.00	25.75	85.62	124.34	0	0	0	0	N/A	N/A		330; 330; 330; 330; 330; 330; 339; 330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
APH(3')-Ib	3002642	protein homolog model	Resistomes & Variants	1	94.42	NO	NO	Phocaeicola vulgatus	1.00	0.00	1.00	12.90	106.00	186.00	0	0	0	0	N/A	N/A		822	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	Resistomes & Variants	2	99.07 - 99.38	NO	NO	Phocaeicola vulgatus; Parabacteroides distasonis	45.00	0.00	45.00	59.16	571.50	176.73	0	0	0	0	N/A	N/A		966; 966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
Erm(35)	3000604	protein homolog model	Resistomes & Variants	2	74.44 - 83.08	NO	NO	Phocaeicola vulgatus; Riemerella anatipestifer	159.00	0.00	159.00	15.98	128.00	88.33	0	0	0	0	N/A	N/A		801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	6	97.78 - 100.0	NO	YES	Shigella flexneri; Escherichia coli; Salmonella enterica; Klebsiella pneumoniae; Shigella sonnei	40.00	0.00	40.00	13.47	144.83	127.18	0	0	0	0	N/A	N/A		996; 783; 1635; 888; 888; 870	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
emrK	3000206	protein homolog model	Resistomes & Variants	8	96.78 - 99.72	YES	NO	Shigella flexneri; Escherichia coli	59.00	0.00	59.00	29.25	332.12	153.87	0	0	0	0	N/A	N/A		1197; 1164; 1164; 1164; 1101; 1164; 1173; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
patA	3000024	protein homolog model	Resistomes & Variants	2	76.77 - 77.3	NO	NO	Streptococcus cristatus; Streptococcus sanguinis	3.00	0.00	3.00	8.08	138.00	135.50	0	0	0	0	N/A	N/A		1707; 1707	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
CRP	3000518	protein homolog model	Resistomes & Variants	5	97.62 - 99.52	YES	NO	Escherichia coli; Proteus mirabilis; Photorhabdus asymbiotica	19.00	0.00	19.00	36.49	231.00	163.67	0	0	0	0	N/A	N/A		633; 633; 633; 633; 633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtM	3001214	protein homolog model	Resistomes & Variants	12	93.6 - 98.24	YES	NO	Escherichia coli	61.00	0.00	61.00	20.49	320.25	181.46	0	0	0	0	N/A	N/A		1233; 1233; 1233; 1176; 1233; 2553; 1260; 1233; 1233; 2553; 1332; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
cpxA	3000830	protein homolog model	Resistomes & Variants	9	96.94 - 100.0	YES	NO	Escherichia coli; Shigella boydii; Shigella sonnei; Salmonella enterica	76.00	0.00	76.00	28.88	396.78	161.45	0	0	0	0	N/A	N/A		1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	6	97.94 - 99.09	NO	NO	Escherichia coli	18.00	0.00	18.00	22.70	108.83	143.18	0	0	0	0	N/A	N/A		471; 609; 333; 606; 660; 471	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
mdtF	3000796	protein homolog model	Resistomes & Variants	6	99.23 - 99.9	NO	NO	Escherichia coli	64.00	0.00	64.00	26.74	832.67	187.35	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtN	3003548	protein homolog model	Resistomes & Variants	5	98.22 - 99.42	YES	NO	Escherichia coli	51.00	0.00	51.00	29.37	305.80	178.83	0	0	0	0	N/A	N/A		1032; 1032; 1071; 1047; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	4	98.92 - 100.0	YES	NO	Escherichia coli	19.00	0.00	19.00	27.66	331.00	170.50	0	0	0	0	N/A	N/A		1200; 1221; 1212; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
ugd	3003577	protein homolog model	Resistomes & Variants	13	94.59 - 99.23	YES	NO	Escherichia coli; Escherichia albertii	117.00	0.00	117.00	20.61	240.54	110.17	0	0	0	0	N/A	N/A		1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
acrD	3000491	protein homolog model	Resistomes & Variants	7	99.04 - 99.9	YES	NO	Escherichia coli	72.00	0.00	72.00	22.03	685.86	178.12	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
TolC	3000237	protein homolog model	Resistomes & Variants	7	97.97 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	25.00	0.00	25.00	18.47	274.43	167.25	0	0	0	0	N/A	N/A		1482; 1488; 1488; 1482; 1482; 1488; 1482	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrA	3000027	protein homolog model	Resistomes & Variants	9	90.0 - 99.74	YES	NO	Escherichia coli; Salmonella enterica	40.00	0.00	40.00	30.19	357.33	179.66	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1299; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
catA1	3002683	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	14.00	0.00	14.00	23.75	166.00	169.79	0	0	0	0	N/A	N/A		699	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
acrB	3000216	protein homolog model	Resistomes & Variants	7	99.9 - 100.0	YES	NO	Escherichia coli	48.00	0.00	48.00	19.22	606.43	183.99	0	0	0	0	N/A	N/A		3150; 3150; 3150; 3150; 3291; 3150; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(3)-IVa	3002539	protein homolog model	Resistomes & Variants	1	100.0	NO	YES	Escherichia coli	21.00	0.00	21.00	41.03	560.00	185.43	0	0	0	0	N/A	N/A		1365	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
YojI	3003952	protein homolog model	Resistomes & Variants	8	98.72 - 99.82	YES	NO	Escherichia coli	24.00	0.00	24.00	18.19	299.00	190.07	0	0	0	0	N/A	N/A		1644; 1644; 1644; 1644; 1644; 1644; 1644; 1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
gadW	3003838	protein homolog model	Resistomes & Variants	1	97.11	YES	NO	Escherichia coli	32.00	0.00	32.00	100.00	729.00	178.47	0	0	0	0	N/A	N/A		729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
marA	3000263	protein homolog model	Resistomes & Variants	1	99.21	NO	NO	Escherichia coli	16.00	0.00	16.00	75.03	628.00	184.88	0	0	0	0	N/A	N/A		837	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
mdtE	3000795	protein homolog model	Resistomes & Variants	3	97.66 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	23.00	0.00	23.00	40.71	495.33	177.11	0	0	0	0	N/A	N/A		1158; 1158; 1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtO	3003549	protein homolog model	Resistomes & Variants	4	97.22 - 99.85	NO	NO	Escherichia coli	31.00	0.00	31.00	34.36	705.00	184.05	0	0	0	0	N/A	N/A		2052; 2052; 2052; 2052	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AcrF	3000502	protein homolog model	Resistomes & Variants	12	98.06 - 99.9	YES	NO	Escherichia coli	145.00	0.00	145.00	15.35	487.33	173.04	0	0	0	0	N/A	N/A		4275; 3105; 3111; 3105; 3105; 3105; 3171; 3105; 3105; 3105; 3105; 3297	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
evgS	3000833	protein homolog model	Resistomes & Variants	8	97.49 - 100.0	YES	NO	Escherichia coli	58.00	0.00	58.00	14.74	529.75	188.86	0	0	0	0	N/A	N/A		3594; 3594; 3594; 3594; 3594; 3594; 3594; 3594	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
EC-13	3006874	protein homolog model	Resistomes & Variants	2	98.41 - 99.2	NO	NO	Escherichia coli	34.00	0.00	34.00	17.38	215.00	179.05	0	0	0	0	N/A	N/A		1251; 1227	EC beta-lactamase	cephalosporin	antibiotic inactivation
eptA	3003576	protein homolog model	Resistomes & Variants	6	96.3 - 100.0	YES	NO	Escherichia coli; Shigella sonnei	74.00	0.00	74.00	28.89	632.17	174.15	0	0	0	0	N/A	N/A		1656; 1689; 1644; 1644; 1719; 3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
H-NS	3000676	protein homolog model	Resistomes & Variants	9	94.07 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae; Escherichia albertii	24.00	0.00	24.00	31.23	178.22	125.66	0	0	0	0	N/A	N/A		414; 414; 576; 489; 414; 504; 1527; 570; 414	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
