ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Escherichia coli mdfA	3001328	protein homolog model	Resistomes & Variants	11	87.71 - 96.83	YES	NO	Escherichia coli; Shigella dysenteriae; Enterobacter hormaechei	393.00	0.00	393.00	34.65	442.64	179.61	0	0	0	0	N/A	N/A		1233; 1233; 1233; 1233; 1263; 1233; 1368; 1263; 1233; 1437; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ArnT	3005053	protein homolog model	Resistomes & Variants	20	45.33 - 97.1	YES	NO	Escherichia coli; Shigella dysenteriae; Enterobacter cloacae; Morganella morganii; Enterobacter roggenkampii; Shigella boydii; Proteus mirabilis; Serratia liquefaciens; Klebsiella quasipneumoniae	527.00	0.00	527.00	25.40	422.85	159.30	0	0	0	0	N/A	N/A		1653; 1656; 1653; 1653; 1701; 1653; 1653; 1596; 1698; 1662; 1698; 1698; 1662; 1662; 1698; 1656; 1701; 1662; 1665; 1656	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
marA	3000263	protein homolog model	Resistomes & Variants	9	91.94 - 100.0	YES	NO	Escherichia coli; Shigella dysenteriae; Shigella flexneri; Klebsiella pneumoniae	243.00	0.00	243.00	43.75	213.89	155.67	0	0	0	0	N/A	N/A		384; 384; 384; 837; 384; 384; 387; 375; 375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
bacA	3002986	protein homolog model	Resistomes & Variants	8	95.24 - 100.0	YES	NO	Escherichia coli; Shigella dysenteriae; Enterobacter cloacae; Salmonella enterica	333.00	0.00	333.00	36.57	305.50	147.07	0	0	0	0	N/A	N/A		822; 822; 822; 822; 867; 822; 885; 822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
Klebsiella pneumoniae KpnE	3004580	protein homolog model	Resistomes & Variants	11	79.17 - 98.33	YES	NO	Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae	122.00	0.00	122.00	40.86	152.27	159.76	0	0	0	0	N/A	N/A		393; 366; 366; 366; 381; 420; 366; 375; 369; 363; 363	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	9	91.69 - 100.0	YES	NO	Escherichia coli; Shigella dysenteriae; Shigella boydii; Shigella sonnei; Salmonella enterica	321.00	0.00	321.00	34.81	416.89	185.42	0	0	0	0	N/A	N/A		1194; 1194; 1194; 1206; 1212; 1194; 1194; 1194; 1230	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ANT(3'')-IIa	3004089	protein homolog model	Resistomes & Variants	8	87.66 - 100.0	YES	YES	Enterobacter asburiae; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter kobei; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Providencia alcalifaciens; Pseudomonas aeruginosa; Salmonella enterica; Serratia marcescens; Shigella flexneri; Vibrio cholerae; Riemerella anatipestifer	668.00	0.00	668.00	46.45	456.88	185.34	0	0	0	0	N/A	N/A		1008; 1008; 1359; 1014; 1008; 1011; 903; 906	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
MCR-10.4	3007276	protein homolog model	Resistomes & Variants	1	96.85	NO	NO	Enterobacter asburiae	1.00	0.00	1.00	1.48	24.00	34.00	0	0	0	0	N/A	N/A		1620	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
AcrS	3000656	protein homolog model	Resistomes & Variants	10	97.27 - 100.0	YES	NO	Escherichia coli; Shigella boydii; Shigella flexneri	252.00	0.00	252.00	53.38	362.40	183.19	0	0	0	0	N/A	N/A		663; 663; 663; 663; 663; 663; 723; 663; 666; 702	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	17	95.31 - 100.0	YES	NO	Escherichia coli; Shigella flexneri	500.00	0.00	500.00	28.61	337.24	161.49	0	0	0	0	N/A	N/A		1227; 1158; 1158; 1200; 1158; 1185; 1221; 1158; 1233; 1158; 1158; 1167; 1155; 1203; 1218; 1161; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
QnrS1	3002790	protein homolog model	Resistomes & Variants	2	99.54 - 100.0	YES	YES	Escherichia albertii; Escherichia coli; Escherichia fergusonii; Klebsiella pneumoniae; Salmonella enterica; Shigella boydii; Shigella flexneri; Shigella sonnei	17.00	0.00	17.00	50.05	348.50	187.72	0	0	0	0	N/A	N/A		657; 705	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
emrK	3000206	protein homolog model	Resistomes & Variants	12	96.78 - 99.72	YES	NO	Shigella flexneri; Escherichia coli	417.00	0.00	417.00	29.07	338.50	166.56	0	0	0	0	N/A	N/A		1197; 1164; 1164; 1164; 1164; 1164; 1164; 1164; 1164; 1101; 1173; 1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
patA	3000024	protein homolog model	Resistomes & Variants	3	76.95 - 99.47	NO	NO	Streptococcus cristatus; Streptococcus pseudopneumoniae; Streptococcus pneumoniae	22.00	0.00	22.00	8.61	162.33	89.85	0	0	0	0	N/A	N/A		1707; 1707; 2256	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
acrD	3000491	protein homolog model	Resistomes & Variants	12	98.84 - 99.9	YES	NO	Escherichia coli; Escherichia marmotae	697.00	0.00	697.00	19.71	613.83	183.15	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	11	97.27 - 99.09	YES	NO	Escherichia coli	586.00	0.00	586.00	40.87	189.73	149.79	0	0	0	0	N/A	N/A		333; 471; 609; 333; 333; 504; 360; 471; 660; 339; 582	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
mdtA	3000792	protein homolog model	Resistomes & Variants	11	97.59 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	181.00	0.00	181.00	26.65	384.27	163.57	0	0	0	0	N/A	N/A		1368; 1248; 1248; 1248; 1455; 1395; 2127; 1368; 1398; 1377; 1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
mdtM	3001214	protein homolog model	Resistomes & Variants	13	93.6 - 98.51	YES	NO	Escherichia coli; Escherichia fergusonii	820.00	0.00	820.00	27.89	492.38	140.96	0	0	0	0	N/A	N/A		1230; 1176; 1233; 1233; 2553; 1233; 1233; 1317; 1263; 2553; 1224; 1233; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
YojI	3003952	protein homolog model	Resistomes & Variants	13	98.72 - 100.0	NO	NO	Escherichia coli	365.00	0.00	365.00	24.22	398.31	187.78	0	0	0	0	N/A	N/A		1644; 1644; 1644; 1644; 1644; 1644; 1644; 1662; 1644; 1644; 1644; 1644; 1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
cpxA	3000830	protein homolog model	Resistomes & Variants	16	96.94 - 100.0	YES	NO	Escherichia coli; Salmonella enterica	358.00	0.00	358.00	31.38	431.12	171.19	0	0	0	0	N/A	N/A		1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
ugd	3003577	protein homolog model	Resistomes & Variants	21	92.78 - 99.48	YES	NO	Escherichia coli; Escherichia albertii; Escherichia marmotae	356.00	0.00	356.00	17.67	211.00	142.53	0	0	0	0	N/A	N/A		1167; 1167; 1167; 1167; 1167; 1827; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
TolC	3000237	protein homolog model	Resistomes & Variants	7	99.59 - 100.0	YES	NO	Escherichia coli	417.00	0.00	417.00	41.91	622.86	188.82	0	0	0	0	N/A	N/A		1488; 1488; 1482; 1488; 1482; 1482; 1488	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
EC-15	3006876	protein homolog model	Resistomes & Variants	2	97.61 - 97.88	NO	NO	Escherichia coli	4.00	0.00	4.00	20.27	238.00	190.00	0	0	0	0	N/A	N/A		1218; 1134	EC beta-lactamase	cephalosporin	antibiotic inactivation
emrY	3000254	protein homolog model	Resistomes & Variants	10	99.22 - 99.8	YES	NO	Escherichia coli	476.00	0.00	476.00	28.94	446.30	163.98	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1539; 1620; 1539; 1539; 1563; 1539; 1545	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
eptA	3003576	protein homolog model	Resistomes & Variants	18	94.3 - 99.82	YES	NO	Escherichia coli; Escherichia albertii; Shigella sonnei	1111.00	0.00	1111.00	29.46	567.00	169.85	0	0	0	0	N/A	N/A		1644; 1644; 1656; 1644; 1644; 1644; 1644; 1644; 1644; 1644; 1644; 1644; 1719; 1644; 1689; 1710; 1644; 3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
TEM-206	3001383	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	2.00	0.00	2.00	13.38	120.00	171.50	0	0	0	0	N/A	N/A		897	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
gadW	3003838	protein homolog model	Resistomes & Variants	7	97.11 - 100.0	YES	NO	Escherichia coli	299.00	0.00	299.00	46.52	339.14	181.12	0	0	0	0	N/A	N/A		729; 729; 729; 729; 729; 729; 729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
cmlA1	3002693	protein homolog model	Resistomes & Variants	2	99.52 - 99.76	NO	YES	Escherichia coli; Klebsiella pneumoniae	741.00	0.00	741.00	66.22	870.50	189.46	0	0	0	0	N/A	N/A		1308; 1335	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
EC-8	3006881	protein homolog model	Resistomes & Variants	4	97.08 - 98.67	YES	NO	Escherichia coli	11.00	0.00	11.00	18.31	242.75	190.20	0	0	0	0	N/A	N/A		1134; 1557; 1551; 1167	EC beta-lactamase	cephalosporin	antibiotic inactivation
AAC(3)-IVa	3002539	protein homolog model	Resistomes & Variants	2	99.61 - 100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	1009.00	0.00	1009.00	89.78	1009.50	186.49	0	0	0	0	N/A	N/A		1365; 822	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
evgS	3000833	protein homolog model	Resistomes & Variants	11	96.57 - 99.92	YES	NO	Escherichia coli; Shigella sonnei	1074.00	0.00	1074.00	26.10	938.00	185.06	0	0	0	0	N/A	N/A		3594; 3594; 3594; 3594; 3618; 3594; 3594; 3594; 3594; 3594; 3594	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
mdtF	3000796	protein homolog model	Resistomes & Variants	15	99.13 - 99.9	YES	NO	Escherichia coli	927.00	0.00	927.00	25.91	807.00	187.98	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
AcrF	3000502	protein homolog model	Resistomes & Variants	18	98.06 - 99.71	YES	NO	Escherichia coli	998.00	0.00	998.00	19.25	610.72	174.93	0	0	0	0	N/A	N/A		4275; 3105; 3105; 3111; 3105; 3105; 3105; 3105; 3105; 3171; 3105; 3105; 3153; 3159; 3105; 3105; 3105; 3297	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
gadX	3000508	protein homolog model	Resistomes & Variants	18	92.7 - 100.0	YES	NO	Escherichia coli; Shigella sonnei	729.00	0.00	729.00	36.42	311.17	171.52	0	0	0	0	N/A	N/A		933; 825; 825; 825; 984; 891; 825; 807; 861; 825; 855; 825; 843; 867; 888; 909; 882; 822	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
EC-13	3006874	protein homolog model	Resistomes & Variants	1	99.2	NO	NO	Escherichia coli	90.00	0.00	90.00	31.25	391.00	160.51	0	0	0	0	N/A	N/A		1251	EC beta-lactamase	cephalosporin	antibiotic inactivation
dfrA5	3002861	protein homolog model	Resistomes & Variants	1	99.34	NO	NO	Escherichia coli	1.00	0.00	1.00	25.93	119.00	191.00	0	0	0	0	N/A	N/A		459	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
mdtE	3000795	protein homolog model	Resistomes & Variants	9	97.66 - 99.74	YES	NO	Escherichia coli; Escherichia marmotae	397.00	0.00	397.00	36.78	437.89	152.73	0	0	0	0	N/A	N/A		1158; 1158; 1239; 1158; 1158; 1158; 1158; 1158; 1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
qacL	3005098	protein homolog model	Resistomes & Variants	4	92.59 - 92.93	NO	NO	Escherichia coli	351.00	0.00	351.00	51.02	176.00	153.41	0	0	0	0	N/A	N/A		333; 342; 354; 357	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
tet(A)	3000165	protein homolog model	Resistomes & Variants	5	97.8 - 100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	318.00	0.00	318.00	52.94	742.40	171.20	0	0	0	0	N/A	N/A		1335; 1614; 1368; 1335; 1293	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	31	67.2 - 99.77	YES	NO	Escherichia coli; Morganella morganii; Klebsiella pneumoniae; Klebsiella oxytoca; Proteus mirabilis; Serratia liquefaciens; Klebsiella quasipneumoniae; Edwardsiella tarda; Haemophilus parainfluenzae; Haemophilus influenzae; Serratia marcescens	614.00	0.00	614.00	18.80	291.29	141.81	0	0	0	0	N/A	N/A		1794; 1374; 1629; 1533; 1533; 1533; 1533; 1533; 1533; 1539; 1677; 1539; 1518; 1512; 1536; 1539; 1539; 1536; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1527; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
TEM-1	3000873	protein homolog model	Resistomes & Variants	5	97.46 - 100.0	NO	NO	Escherichia coli; Klebsiella pneumoniae; Salmonella enterica	222.00	0.00	222.00	46.85	423.20	160.85	0	0	0	0	N/A	N/A		891; 891; 900; 873; 951	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
aadA2	3002602	protein homolog model	Resistomes & Variants	6	97.27 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei	499.00	0.00	499.00	53.63	561.33	179.69	0	0	0	0	N/A	N/A		882; 987; 1674; 831; 1053; 849	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
dfrA12	3002858	protein homolog model	Resistomes & Variants	4	100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	169.00	0.00	169.00	87.94	485.00	184.43	0	0	0	0	N/A	N/A		495; 495; 630; 579	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
TEM-243	3005273	protein homolog model	Resistomes & Variants	2	97.48 - 98.92	NO	YES	Escherichia coli	7.00	0.00	7.00	25.50	242.50	190.92	0	0	0	0	N/A	N/A		951; 951	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
tet(C)	3000167	protein homolog model	Resistomes & Variants	5	76.37 - 100.0	NO	NO	Escherichia coli; Salmonella enterica; Klebsiella pneumoniae	193.00	0.00	193.00	37.65	784.40	151.91	0	0	0	0	N/A	N/A		1179; 3471; 1203; 1356; 1311	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
dfrA19	3003015	protein homolog model	Resistomes & Variants	1	97.37	NO	NO	Escherichia coli	73.00	0.00	73.00	15.59	101.00	125.07	0	0	0	0	N/A	N/A		648	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
mphA	3000316	protein homolog model	Resistomes & Variants	1	98.51	YES	NO	Escherichia coli	1.00	0.00	1.00	3.47	28.00	34.00	0	0	0	0	N/A	N/A		807	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	5	83.47 - 96.9	NO	NO	Escherichia coli	301.00	0.00	301.00	23.47	201.80	169.41	0	0	0	0	N/A	N/A		996; 858; 747; 882; 732	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
rsmA	3005069	protein homolog model	Resistomes & Variants	7	85.25 - 92.98	YES	NO	Escherichia coli; Morganella morganii; Proteus mirabilis; Yersinia pestis; Klebsiella quasipneumoniae; Photorhabdus asymbiotica	104.00	0.00	104.00	60.73	130.29	146.95	0	0	0	0	N/A	N/A		192; 192; 192; 327; 228; 186; 186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
TEM-150	3001017	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	11.00	0.00	11.00	50.16	465.00	187.45	0	0	0	0	N/A	N/A		927	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
sul1	3000410	protein homolog model	Resistomes & Variants	3	99.61 - 100.0	YES	NO	Escherichia coli; Proteus mirabilis; Salmonella enterica	72.00	0.00	72.00	25.65	237.00	163.11	0	0	0	0	N/A	N/A		804; 879; 972	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
EC-5	3006880	protein homolog model	Resistomes & Variants	5	98.41 - 100.0	NO	NO	Escherichia coli	236.00	0.00	236.00	30.21	426.80	174.00	0	0	0	0	N/A	N/A		1212; 1191; 1458; 1557; 1416	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-18	3006878	protein homolog model	Resistomes & Variants	1	98.9	NO	NO	Escherichia coli	9.00	0.00	9.00	24.06	288.00	184.33	0	0	0	0	N/A	N/A		1197	EC beta-lactamase	cephalosporin	antibiotic inactivation
dfrA17	3002860	protein homolog model	Resistomes & Variants	2	99.36	NO	NO	Escherichia coli	128.00	0.00	128.00	23.05	140.50	170.62	0	0	0	0	N/A	N/A		618; 603	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
Escherichia coli ampC beta-lactamase	3004290	protein homolog model	Resistomes & Variants	5	97.53 - 99.73	YES	NO	Escherichia coli	423.00	0.00	423.00	45.48	598.00	173.84	0	0	0	0	N/A	N/A		1452; 1557; 1557; 1134; 1149	ampC-type beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-1	3001396	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	67.00	0.00	67.00	20.64	187.00	171.09	0	0	0	0	N/A	N/A		906	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(3)-IIe	3004621	protein homolog model	Resistomes & Variants	1	98.95	NO	NO	Escherichia coli	150.00	0.00	150.00	21.30	223.00	155.99	0	0	0	0	N/A	N/A		1047	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
aadA12	3002612	protein homolog model	Resistomes & Variants	1	96.2	NO	NO	Escherichia coli	72.00	0.00	72.00	54.80	457.00	176.88	0	0	0	0	N/A	N/A		834	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIa	3002644	protein homolog model	Resistomes & Variants	1	98.47	YES	NO	Escherichia coli	12.00	0.00	12.00	7.79	68.00	65.50	0	0	0	0	N/A	N/A		873	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
aadA22	3002619	protein homolog model	Resistomes & Variants	1	99.23	NO	NO	Escherichia coli	198.00	0.00	198.00	89.83	1210.00	190.10	0	0	0	0	N/A	N/A		1347	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
aadA5	3002605	protein homolog model	Resistomes & Variants	2	100.0	YES	NO	Escherichia coli	254.00	0.00	254.00	31.59	344.50	142.56	0	0	0	0	N/A	N/A		1215; 846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CMY-16	3002027	protein homolog model	Resistomes & Variants	1	99.43	NO	NO	Escherichia coli	27.00	0.00	27.00	13.80	161.00	168.19	0	0	0	0	N/A	N/A		1167	CMY beta-lactamase	cephalosporin	antibiotic inactivation
linG	3002879	protein homolog model	Resistomes & Variants	1	98.83	NO	NO	Escherichia coli	40.00	0.00	40.00	7.63	62.00	56.00	0	0	0	0	N/A	N/A		813	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
SAT-2	3002895	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	55.00	0.00	55.00	32.86	207.00	150.25	0	0	0	0	N/A	N/A		630	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
EC-14	3006875	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Escherichia coli	10.00	0.00	10.00	35.77	557.00	187.60	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
FosA8	3007371	protein homolog model	Resistomes & Variants	3	52.21 - 55.88	YES	NO	Morganella morganii; Proteus vulgaris; Escherichia albertii	11.00	0.00	11.00	29.73	127.67	81.57	0	0	0	0	N/A	N/A		432; 411; 402	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
tet(D)	3000168	protein homolog model	Resistomes & Variants	3	98.22 - 99.24	NO	NO	Morganella morganii	137.00	0.00	137.00	6.10	72.33	96.62	0	0	0	0	N/A	N/A		1185; 1185; 1185	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
DHA-27	3006468	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Morganella morganii	11.00	0.00	11.00	68.25	778.00	186.18	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin	antibiotic inactivation
DHA-1	3002132	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Morganella morganii	6.00	0.00	6.00	42.28	482.00	188.50	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin	antibiotic inactivation
eptB	3005047	protein homolog model	Resistomes & Variants	14	88.61 - 99.46	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	231.00	0.00	231.00	16.00	269.71	124.98	0	0	0	0	N/A	N/A		1692; 1692; 1692; 1692; 1692; 1674; 1674; 1692; 1689; 1689; 1689; 1689; 1674; 1674	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
LptD	3005059	protein homolog model	Resistomes & Variants	15	91.56 - 99.87	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Klebsiella huaxiensis; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	352.00	0.00	352.00	18.67	439.87	126.36	0	0	0	0	N/A	N/A		2370; 2370; 2349; 2349; 2370; 2367; 2370; 2367; 2367; 2367; 2367; 2349; 2349; 2316; 2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
QnrS5	3002794	protein homolog model	Resistomes & Variants	1	98.17	NO	NO	Vibrio parahaemolyticus	1.00	0.00	1.00	2.55	17.00	23.00	0	0	0	0	N/A	N/A		666	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
patB	3000025	protein homolog model	Resistomes & Variants	8	67.28 - 99.66	YES	NO	Streptococcus pseudoporcinus; Streptococcus mitis; Streptococcus pseudopneumoniae; Streptococcus gordonii; Streptococcus pneumoniae	384.00	0.00	384.00	12.15	253.50	115.99	0	0	0	0	N/A	N/A		1785; 1767; 1767; 1767; 1770; 1776; 1845; 2709	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
TEM-84	3000951	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	23.00	0.00	23.00	34.66	287.00	157.17	0	0	0	0	N/A	N/A		828	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Ib-cr5	3005115	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	36.00	0.00	36.00	22.48	118.00	116.83	0	0	0	0	N/A	N/A		525	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
